Uniprot_Id,Gene_Symbol,Description,Group_ID,Set8 Peptides,Collapsed,Parsimony,SUM190PT,SUM44PE,UACC893,ZR-75-1 (repeat),ZR-75-30 (repeat),COV362,OVCAR3,OVCAR8,SKOV3,Old Bridge8,New Bridge8,Uniprot_Id_prefix
Q9Y5K8,ATP6V1D,VATD_HUMAN V-type proton ATPase subunit D,478,49,C,UR,241.72630931905238,150.21759700936187,118.47105367726368,271.2038500778418,126.13528504639063,112.88749607611375,149.3406782807146,148.2018580606784,121.56281590065753,140.18775510204082,121.48173556645962,Q9Y5K8
O95786,DDX58,DDX58_HUMAN Probable ATP-dependent RNA helicase DDX58,479,66,C,UR,67.7917563862716,633.7489180308615,75.19627684987248,148.03716523460653,69.38063118234435,125.64289593565043,345.7759864406102,123.25774205015195,63.23704145033316,120.22924242424243,123.71130176007681,O95786
Q9UHI6,DDX20,DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20,480,80,C,UR,130.78667875192178,119.26212837761685,75.90010320809651,147.39679810507135,119.10313551608338,172.6138806725186,167.23702199205667,285.1164967993359,165.4657449695151,160.32625000000002,185.58183841234307,Q9UHI6
P22102,GART,PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3,481,285,C,UR,198.31947278073963,118.40114773057758,148.48871200909505,97.89175252533138,132.66057617234395,138.92165964051316,366.70836870817067,201.89352870180463,188.9812434576014,154.56140350877192,147.7752112441522,P22102
Q0VDF9,HSPA14,HSP7E_HUMAN Heat shock 70 kDa protein 14,482,53,C,UR,131.96896736809205,154.61327580351872,170.17727224636837,164.4886052953569,164.93208155113726,146.43565977936498,158.49146797671352,190.82314075241118,184.52370785361728,189.5452830188679,212.4245067194859,Q0VDF9
Q9Y3M8,STARD13,STA13_HUMAN StAR-related lipid transfer protein 13,483,9,C,UR,277.0506892908884,118.97446526980985,156.77674436109416,160.51700400628337,111.43698481982733,210.01922128401597,97.37900144208884,479.3146216103783,285.1378456352702,255.37888888888887,235.36405929347248,Q9Y3M8
Q7Z478,DHX29,DHX29_HUMAN ATP-dependent RNA helicase DHX29,484,166,C,UR,189.16034421232413,186.1841821572474,135.15253545514486,200.65531794499853,249.08539865509098,101.84350567420053,145.40701772032307,140.565826332544,175.96841222501666,150.41867469879517,162.36070421743574,Q7Z478
Q8TCJ2,STT3B,STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,485,69,C,UR,169.66215178100546,242.5538354282803,227.53169073529716,155.0674539679758,137.8780293785124,100.25220914535528,181.95712866439285,130.0787257068583,93.19838106245302,167.79710144927537,158.83666604239758,Q8TCJ2
P46977,STT3A,STT3A_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,485,95,C,UR,204.0003848786986,254.3930442156478,341.6416853002445,135.38047028733337,135.94800985606383,109.08889865145244,139.14878371260417,131.83113899099814,149.03460314724754,327.0578947368421,264.7473763811006,P46977
P56182,RRP1,RRP1_HUMAN Ribosomal RNA processing protein 1 homolog A,486,67,C,UR,157.32607713433353,130.04913957042507,102.95171507859862,135.50561740769308,105.26398791993452,220.449218842982,254.83592894136845,179.58130960064372,173.75391791852275,223.37313432835822,208.775023438938,P56182
Q9C0H9-5,SRCIN1,SRCN1_HUMAN Isoform 4 of SRC kinase signaling inhibitor 1,487,92,C,UR,251.36364998747354,102.44599085866433,200.45441617552424,80.72784317429705,832.3915092365019,35.92668196136658,66.35395125589281,38.2127460293301,35.663755331578585,33.60717391304348,34.57966879941225,Q9C0H9
Q92499,DDX1,DDX1_HUMAN ATP-dependent RNA helicase DDX1,488,294,C,UR,194.17767024169007,192.62549457057446,216.1980129305653,175.35853157405236,134.80198064727009,162.8722112606823,186.77106916993256,185.66203678411006,161.53490748708847,139.50646258503403,142.17836488989644,Q92499
P46926,GNPDA1,GNPI1_HUMAN Glucosamine-6-phosphate isomerase 1,489,70,C,UR,60.18685381208245,102.32725268892098,132.77297131987285,131.85911175740384,259.64475509683047,181.93251688328462,375.4771181194971,136.94232952895288,148.69199768708503,149.29714285714286,141.61444291972083,P46926
Q8TDQ7,GNPDA2,GNPI2_HUMAN Glucosamine-6-phosphate isomerase 2,489,13,C,UR,115.78972477752586,165.6195409835318,205.64770649434357,216.9742250639713,143.42431814896474,213.97657144497015,284.999944737748,198.52649522715564,175.6586758364585,120.43538461538462,140.12722567517787,Q8TDQ7
Q8IYS2-2,KIAA2013,K2013_HUMAN Isoform 2 of Uncharacterized protein KIAA2013,490,49,C,UR,159.67679509153808,176.99617635165018,122.6397545713958,170.73024818120757,87.84567272585744,128.36303950711212,106.8485388353463,67.82788400658944,125.93935725173682,139.72979591836736,131.26686171918138,Q8IYS2
Q5JSZ5,PRRC2B,PRC2B_HUMAN Protein PRRC2B,491,116,C,UR,150.30581006608247,78.51040619202463,124.83153397902575,155.28308480481718,135.43842244748177,243.25417904748093,162.92478917085958,186.32784253416673,175.64210548167483,128.4603448275862,152.90949523075457,Q5JSZ5
Q9Y520-7,PRRC2C,PRC2C_HUMAN Isoform 7 of Protein PRRC2C,491,346,C,UR,128.33208049098982,167.23157032729227,178.15679989583194,195.19766481013312,153.42720246421143,235.5535237100626,181.70459750986743,209.14051098779242,197.61590762773866,170.5549132947977,197.96726819606616,Q9Y520
Q9Y520-4,PRRC2C,PRC2C_HUMAN Isoform 4 of Protein PRRC2C,491,2,C,UR,140.5548135952787,131.21182864953735,119.58975362442689,216.02565903286964,158.817431732772,281.762266576793,313.5290800714775,173.37511479392975,144.886037837296,153.67600000000004,183.2068020027928,Q9Y520
P48634,PRRC2A,PRC2A_HUMAN Protein PRRC2A,491,215,C,UR,125.97370282525516,137.25460782442863,137.46477402672272,95.87511892344041,107.1281273274053,206.51808200180196,185.73749147184853,198.72257268576823,147.3334772239063,136.46093023255813,155.80506929022013,P48634
Q8N1G4,LRRC47,LRC47_HUMAN Leucine-rich repeat-containing protein 47,492,147,C,UR,86.84213769505347,231.17213991988066,129.51491572378418,144.68373360211163,109.8612657609633,181.49595398382652,159.63806827338556,93.26793138708118,141.484352722874,109.87074829931973,124.62190908120358,Q8N1G4
Q7Z624,CAMKMT,CMKMT_HUMAN Calmodulin-lysine N-methyltransferase,493,3,C,UR,63.57248679776795,194.56833517593674,158.15570372315426,243.63755776501512,111.12883991284639,77.73818027722739,90.4609068199586,62.707395367799776,86.03335784894078,94.20566666666667,77.50021580505954,Q7Z624
Q3KRA6,C2orf76,CB076_HUMAN UPF0538 protein C2orf76,494,2,C,UR,180.1625583550253,284.7773813671791,198.06794988288365,345.26967082488113,198.4628137994318,218.9289196110695,219.3093654433502,290.36053376149306,214.46175451355307,163.2415,180.79851306820433,Q3KRA6
P28838,LAP3,AMPL_HUMAN Cytosol aminopeptidase,495,189,C,UR,132.56961896149173,288.65898339449956,161.7582922567615,248.31599968391038,238.95441676640806,176.01645508345612,177.0485357185162,117.13456841364581,202.41257818416315,149.1015873015873,147.58107192301298,P28838
Q99459,CDC5L,CDC5L_HUMAN Cell division cycle 5-like protein,496,180,C,UR,126.25788721783141,156.73091694607714,166.70650622803984,122.86283064121383,138.65242204570427,204.83415687256775,192.32945955425012,228.84315403342654,167.61259229836512,180.38833333333335,177.79352604542945,Q99459
P30566,ADSL,PUR8_HUMAN Adenylosuccinate lyase,497,80,C,UR,105.50675392506487,217.70015852448867,137.28838105453386,158.4366260304257,143.09297497250168,228.25105721746456,172.23288978194492,268.78108737152064,249.09369244672425,185.55875,186.44841936788538,P30566
P47736-4,RAP1GAP,RPGP1_HUMAN Isoform 4 of Rap1 GTPase-activating protein 1,498,23,C,UR,143.12055806175673,90.27576877251617,424.58849071073377,121.91707686498556,356.241751762081,45.72404046355621,135.89851119702712,43.6363541872498,65.98119270024883,69.95869565217392,69.72515625609593,P47736
Q684P5,RAP1GAP2,RPGP2_HUMAN Rap1 GTPase-activating protein 2,498,10,C,UR,120.66207980730583,138.31477115278412,236.22489864662307,175.38152682571447,234.90126870232285,142.9511875625633,72.20734708261057,505.0135945112373,71.23087174426593,125.099,92.67710488183607,Q684P5
P62424,RPL7A,RL7A_HUMAN 60S ribosomal protein L7a,499,120,C,UR,239.1373372257928,214.8912968084563,195.26795940685716,232.4266933200485,198.5137257078655,177.09414737468555,296.185456979218,288.3099808468034,221.35168411570027,280.93416666666667,247.21237061392006,P62424
O75533,SF3B1,SF3B1_HUMAN Splicing factor 3B subunit 1,500,418,C,UR,163.2018380427784,146.96983342631233,156.17917990232593,153.25863023205736,137.56726682450045,201.8918959812098,166.60697173327785,160.21179887289946,153.31967619237506,205.80837320574162,185.76166095150708,O75533
Q9UBS0,RPS6KB2,KS6B2_HUMAN Ribosomal protein S6 kinase beta-2,501,26,C,UR,58.34259696869592,221.76796646606581,93.89948016753182,437.61998135736343,66.10407019343533,98.93580523318809,65.50585192047971,95.77474534899056,53.94535858887149,83.07576923076923,72.30408891271867,Q9UBS0
P31751,AKT2,AKT2_HUMAN RAC-beta serine/threonine-protein kinase,501,44,C,UR,69.23412433192864,110.2440528861662,145.27051559558515,255.90367943634317,207.49733166768831,134.68559277150598,429.3887499069109,96.6129632316051,160.8889324279273,136.21068181818183,124.65208256487803,P31751
P31749,AKT1,AKT1_HUMAN RAC-alpha serine/threonine-protein kinase,501,33,C,UR,139.53517195221423,173.11180936759294,231.85553661032304,360.11373653700963,233.2313834665495,116.59903859934964,88.36298183562813,97.07845778900501,132.3424991539043,136.00848484848484,142.13271207258975,P31749
Q9Y243,AKT3,AKT3_HUMAN RAC-gamma serine/threonine-protein kinase,501,2,C,UR,18.684167714375796,30.035238582725864,25.220577372516278,85.77895326852098,16.16691960284607,216.06995713424175,20.76541108394338,342.16067859077344,73.37649983736158,156.129,151.8537015008175,Q9Y243
P23443,RPS6KB1,KS6B1_HUMAN Ribosomal protein S6 kinase beta-1,501,30,C,UR,176.02876299409195,73.86254104649248,140.104259386238,218.48691201606215,188.804022732651,91.1184718905145,89.99187774068858,191.8345051986638,100.32631682557714,255.32066666666665,321.17841401036867,P23443
O95714,HERC2,HERC2_HUMAN E3 ubiquitin-protein ligase HERC2,502,106,C,UR,130.90687729388267,88.55853919391083,141.19509038383757,119.28284383765599,96.04941426747807,183.33480931668547,175.24222477434296,151.0012182536094,129.5117264189212,180.13018867924526,163.7824697360017,O95714
P11474,ESRRA,ERR1_HUMAN Steroid hormone receptor ERR1,503,20,C,UR,180.65702498691456,132.3958307405049,172.012221607336,90.42752198698912,82.99094399900228,245.83707207425797,185.8655015232511,124.30089127598049,94.86544494480665,211.06300000000002,205.2345845360865,P11474
O95718,ESRRB,ERR2_HUMAN Steroid hormone receptor ERR2,503,2,C,UR,145.53258015214527,107.09092929608921,141.02930537435532,89.75993064044349,95.16011060560494,188.50361523854193,179.67269917251548,112.63627059733602,105.81611011261357,167.116,171.63643476789224,O95718
P20749,BCL3,BCL3_HUMAN B-cell lymphoma 3 protein,504,13,C,UR,253.73898165199768,126.85436841847401,216.8075766543414,199.28814144185387,198.44458690702896,136.836785666032,122.28423026949572,87.84882432331669,97.82528260063944,134.87615384615384,142.7246431904035,P20749
P07199,CENPB,CENPB_HUMAN Major centromere autoantigen B,505,30,C,UR,147.96960639108585,113.40239698690733,72.1333500279275,81.52456142968903,132.70781743128708,87.78139870359512,49.60108958934528,122.00806819990137,148.8292163927805,165.9406666666667,153.72709502001794,P07199
Q8IUD2,ERC1,RB6I2_HUMAN ELKS/Rab6-interacting/CAST family member 1,506,122,C,UR,103.26105513144951,203.75715315375757,93.21437956084314,233.1071942150793,208.28549936596485,214.16415514669617,260.4200066300861,339.395873039609,45.82790654830938,161.22295081967215,147.22956043761818,Q8IUD2
P36956-4,SREBF1,SRBP1_HUMAN Isoform 4 of Sterol regulatory element-binding protein 1,507,18,C,UR,174.57631323547002,132.19186873949522,173.80012313173717,201.46005077615706,282.4216071262262,67.5414353786266,180.4250227148337,72.40770927189885,41.12567262379465,126.65777777777778,110.62062643406786,P36956
Q12772,SREBF2,SRBP2_HUMAN Sterol regulatory element-binding protein 2,507,18,C,UR,217.40688954182147,145.40986667726867,151.97725097555121,142.99280376793362,176.0866232125155,78.84486444846831,131.6479092050783,145.65807276082393,118.63617558935634,113.00111111111111,116.77738182751378,Q12772
Q13485,SMAD4,SMAD4_HUMAN Mothers against decapentaplegic homolog 4,507,34,C,UR,65.31710398623785,85.93102653301852,62.61548547492123,160.45256185072142,86.13322616703027,145.6102572509384,128.65056869554127,235.3527935142005,287.43274421136346,115.53411764705882,120.30241950603394,Q13485
Q9BV36-2,MLPH,MELPH_HUMAN Isoform 2 of Melanophilin,508,68,C,UR,111.88209939859858,89.6214144862057,219.43723585505643,261.0522336738642,574.843547918498,30.532084066434305,38.92726152396742,29.98471497838405,22.663774661077742,61.24985294117647,70.23603080472475,Q9BV36
Q9BV36-3,MLPH,MELPH_HUMAN Isoform 3 of Melanophilin,508,4,C,UR,143.9017568888854,100.90367571226899,393.4720655501296,340.9943677457502,751.6376114487799,28.236786212912698,35.7294955619624,38.65516348333696,14.689080166928449,81.0305,89.10920971045911,Q9BV36
Q9BW92,TARS2,"SYTM_HUMAN Threonine--tRNA ligase, mitochondrial",509,94,C,UR,142.61814482893695,135.97850397779655,296.1520470979096,125.23052189062412,212.77720285849523,184.85211589638448,170.4390564048501,104.96494084838561,79.97185098084344,165.72659574468085,153.87171813396574,Q9BW92
Q14573,ITPR3,"ITPR3_HUMAN Inositol 1,4,5-trisphosphate receptor type 3",510,321,C,UR,320.78279033100546,310.38234474586994,143.80977219501548,145.35559477558124,135.7277194289288,153.188285773094,66.9000714570643,40.33842852467938,133.2909547670582,234.98130841121494,220.0539915466765,Q14573
Q14571,ITPR2,"ITPR2_HUMAN Inositol 1,4,5-trisphosphate receptor type 2",510,134,C,UR,119.19505901906267,308.4884783769028,60.73506084142379,148.58684664697546,540.9978396783083,90.4209291373333,124.75543419194341,40.50872444662562,91.69431558505377,136.3828358208955,129.7668133938466,Q14571
Q14643,ITPR1,"ITPR1_HUMAN Inositol 1,4,5-trisphosphate receptor type 1",510,65,C,UR,338.8383224675027,374.5346501028298,182.2300859882825,144.33694076135808,192.18628482238222,100.85440170155647,79.72550220040499,68.42761445623496,107.43326166759239,162.7569230769231,140.78188960635052,Q14643
O00488,ZNF593,ZN593_HUMAN Zinc finger protein 593,511,26,C,UR,81.15159882375987,66.17760513938268,54.00136716691407,79.26204565718433,51.407883769253694,146.47611661027065,164.62251493070522,147.12828823179711,83.33212467691865,150.09807692307692,138.47583862170484,O00488
Q13144,EIF2B5,EI2BE_HUMAN Translation initiation factor eIF-2B subunit epsilon,512,50,C,UR,177.9650080942067,115.54576356773038,209.1179091272392,133.1667513597013,239.96247033935217,138.38256654583293,127.45924237134813,141.7411850649076,184.65793912982895,182.75580000000002,194.34266957719362,Q13144
Q9UN79,SOX13,SOX13_HUMAN Transcription factor SOX-13,513,12,C,UR,47.34658039807918,92.3874744998985,208.29422588316618,183.5832637916547,249.8650108855517,224.51033876568854,113.40742113845135,65.56693028600792,92.94149092444361,124.895,142.39134282288725,Q9UN79
Q13459,MYO9B,MYO9B_HUMAN Unconventional myosin-IXb,514,100,C,UR,102.21862720816591,117.61051768858982,149.16086967634888,161.55083249195457,124.87400905483238,276.15565682584315,124.88784355142488,223.43998049247298,301.79759639997724,211.813,205.43309203404212,Q13459
B2RTY4-4,MYO9A,MYO9A_HUMAN Isoform 4 of Unconventional myosin-IXa,514,20,C,UR,106.40096958479455,113.83968771247629,107.94333409988059,130.75328056059197,206.81567954371883,155.1289686145128,153.65878188197425,143.4811500095581,242.93675036749985,172.147,168.26583791174224,B2RTY4
O75446,SAP30,SAP30_HUMAN Histone deacetylase complex subunit SAP30,515,17,C,UR,130.83730264529382,102.46916371125768,125.58057687037441,112.17957865695477,107.41161419869137,218.0570506448163,129.99565293500913,131.25551996053338,143.63110899793574,135.18764705882353,135.28205966230283,O75446
Q15785,TOMM34,TOM34_HUMAN Mitochondrial import receptor subunit TOM34,516,72,C,UR,58.81530362165667,163.08488910519077,77.07252044634647,154.74027387368406,95.37700928400044,291.7428489257974,151.28379531127806,243.59865754426193,187.18954890843168,173.9263888888889,171.10215514000492,Q15785
P55196-5,MLLT4,AFAD_HUMAN Isoform 5 of Afadin,517,240,C,UR,161.42689006525808,259.8192628819269,235.7362805153061,47.92289930439817,204.64102619461286,140.1469465500625,186.4318937561079,126.852282996626,214.47902229435303,157.74041666666665,163.94586467154556,P55196
P55196-1,MLLT4,AFAD_HUMAN Isoform 2 of Afadin,517,9,C,UR,63.19350321836594,98.88679410654015,103.05520008936485,32.78928948306394,134.00177031869256,44.9593139506555,66.13444893071635,42.7908752934894,86.21040222220022,57.60700000000002,46.80354477883929,P55196
H0Y948,MLLT4,H0Y948_HUMAN Afadin (Fragment),517,1,C,UR,54.38644085728592,168.9811208365065,160.507461399335,15.472122141030054,348.7772594003778,16.658269022868023,56.16402365849552,21.62003979963481,61.84880157677306,35.0884,85.83161915918882,H0Y948
Q9NPG3,UBN1,UBN1_HUMAN Ubinuclein-1,518,28,C,UR,340.7622213374059,165.95366471209724,107.34839540203724,260.2336640509833,209.30548109314626,107.61648884371209,162.94401140180892,117.20719475650569,188.1806539063525,190.03857142857143,188.8912563804357,Q9NPG3
Q96KM6,ZNF512B,Z512B_HUMAN Zinc finger protein 512B,519,73,C,UR,146.70416115688784,133.88196594401444,140.51892184130213,221.29821343275304,183.19545359217932,308.13340747423354,242.89482639549453,98.00984015799112,166.05594790588654,150.15616438356165,144.13154449643326,Q96KM6
Q460N5,PARP14,PAR14_HUMAN Poly [ADP-ribose] polymerase 14,521,82,C,UR,54.90317221209911,154.93563781939034,174.69194151379844,92.15749359601801,168.17770006749242,250.53144016401112,304.99185193380475,79.53013813844044,172.83507073964338,132.56829268292682,125.17744698989277,Q460N5
Q5T6V5,C9orf64,CI064_HUMAN UPF0553 protein C9orf64,522,21,C,UR,101.32407205881597,371.5778834199675,183.63216559903708,171.45574019158113,69.39512309721604,182.8919965466227,80.15016691878279,431.9238713302112,188.8631018794181,159.2304761904762,140.60108061628242,Q5T6V5
Q86VI3,IQGAP3,IQGA3_HUMAN Ras GTPase-activating-like protein IQGAP3,524,126,C,UR,85.0857985372468,114.14551606657382,116.8659775175359,224.46224914283457,153.15168854506086,212.43259064164002,111.89035428068783,186.5602319631527,122.15122011729373,237.49603174603175,222.26809851866759,Q86VI3
P46940,IQGAP1,IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1,524,723,C,UR,133.93696634398273,183.54559886040158,208.28968112925298,187.13246237421524,282.5635515989524,175.28185883667086,96.67569497436887,131.00455335464693,156.36901500573222,159.08298755186723,164.07031948334003,P46940
Q13576,IQGAP2,IQGA2_HUMAN Ras GTPase-activating-like protein IQGAP2,524,76,C,UR,131.6160608281217,165.4511067540823,412.65493449560694,67.44466564410274,173.8538894824083,235.7694692939739,421.46732293529277,89.93800571540417,46.80741570234566,34.44328947368421,31.005593053310054,Q13576
Q9BQ69,MACROD1,MACD1_HUMAN O-acetyl-ADP-ribose deacetylase MACROD1,525,37,C,UR,150.9191931411353,103.51678471025353,265.1876223340812,136.62302332487258,219.13505135962575,133.9768030103929,66.80677528203168,150.96414980130507,45.99882995632251,122.29378378378378,124.09809663661066,Q9BQ69
P20618,PSMB1,PSB1_HUMAN Proteasome subunit beta type-1,526,109,C,UR,92.55041443817368,147.13772362511546,115.23585252722278,153.88562551411414,126.37312066001284,130.8096511753446,123.24576692608034,160.11016810743556,161.40204936893994,122.79449541284404,125.42497455003429,P20618
P27694,RPA1,RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit,527,134,C,UR,126.3121802220246,99.90923485469459,208.34697785624104,166.76324003373855,103.14892133342106,201.5364564827104,201.2682656072466,407.93795864131465,204.2965988026381,219.20597014925372,192.6901860221991,P27694
P82970,HMGN5,HMGN5_HUMAN High mobility group nucleosome-binding domain-containing protein 5,528,42,C,UR,723.1080412736526,269.3195210900502,173.7157598438077,336.6585216470869,150.48753114483324,243.61446393775512,137.61261162427755,250.349067261824,51.06086428106225,88.34190476190477,82.86044606771905,P82970
O14976,GAK,GAK_HUMAN Cyclin-G-associated kinase,529,102,C,UR,175.44524024682093,167.07875301732705,112.96719623928146,306.2840664892446,250.89499243358784,130.01291282003038,126.52300899714825,129.4700770546753,152.95120729676336,104.67058823529412,111.75654032909111,O14976
Q09472,EP300,EP300_HUMAN Histone acetyltransferase p300,530,51,C,UR,107.15810133286641,133.2060312977071,189.98283262791895,105.92793785619236,145.50323948528464,141.66746836575663,117.16722067723968,117.25959700502517,148.13003889444923,100.77627450980393,103.65481846816724,Q09472
Q92793,CREBBP,CBP_HUMAN CREB-binding protein,530,101,C,UR,198.16883067473003,190.19317835882867,187.44839958258234,227.77620256183673,193.69657565197656,263.54271108714266,255.00958570656664,99.46522529399793,249.15429348888696,176.6950495049505,175.8014008255411,Q92793
Q9UPN9,TRIM33,TRI33_HUMAN E3 ubiquitin-protein ligase TRIM33,530,81,C,UR,145.03499524522556,154.05310241745477,92.5485180651641,100.44985349259098,121.83483159240572,191.75616502315776,201.05171198892722,241.77089458228815,235.29548799747488,236.7259259259259,233.8586765568923,Q9UPN9
O15164,TRIM24,TIF1A_HUMAN Transcription intermediary factor 1-alpha,530,63,C,UR,156.78632965678773,123.54745349913442,188.13520402388997,111.08963639065114,117.12595054633314,239.31228616026036,143.36111204586044,133.01049832296508,91.40460577522377,167.6920634920635,173.34178227732147,O15164
Q9UPN9-2,TRIM33,TRI33_HUMAN Isoform Beta of E3 ubiquitin-protein ligase TRIM33,530,4,C,UR,252.94438008122418,242.67013664809747,127.54717282675762,128.96275560998993,151.08727790961802,182.3685135848385,231.0033124173933,303.21035976365545,336.5328858290694,315.825,303.4217335819882,Q9UPN9
O60313-2,OPA1,"OPA1_HUMAN Isoform 2 of Dynamin-like 120 kDa protein, mitochondrial",531,270,C,UR,356.389036331842,148.5238886784996,301.80574590202895,213.22610865106216,109.80427788718929,157.49758440840648,209.03171282399802,95.80678510224423,129.32745543900543,186.74148148148146,176.67279279414024,O60313
Q7L1T6,CYB5R4,NB5R4_HUMAN Cytochrome b5 reductase 4,532,12,C,UR,59.82392728340946,125.26899062011854,137.4601296619995,155.86541477532762,129.61613948489725,119.69533115389466,126.40519139953064,463.94226578486297,308.5012381205878,175.16666666666666,182.8813303183275,Q7L1T6
Q86SX6,GLRX5,"GLRX5_HUMAN Glutaredoxin-related protein 5, mitochondrial",533,24,C,UR,356.64530384379214,351.42426876093066,208.11315758382258,220.2075585719984,398.46196417818993,148.5287770657131,132.55171464089906,88.18158502151108,77.9797669593868,100.41291666666666,118.00615779483635,Q86SX6
O75369-8,FLNB,FLNB_HUMAN Isoform 8 of Filamin-B,534,1570,C,UR,59.90251102166806,237.26523922846997,81.92238124967706,304.9671310536039,189.40309388834515,168.24642742594622,78.34798230558837,220.0022722390897,113.52491752938691,157.0171974522293,178.28064355337253,O75369
O75369-2,FLNB,FLNB_HUMAN Isoform 2 of Filamin-B,534,27,C,UR,6.531101314305106,180.58276004287424,47.13969186637296,195.580507045421,77.41554758509076,136.4350686834251,52.59689622219054,129.85967383050578,90.59091780733783,94.84777777777778,103.39818545985062,O75369
P21333-2,FLNA,FLNA_HUMAN Isoform 2 of Filamin-A,534,1835,C,UR,34.72512595045317,126.2463617589356,121.72990459479111,86.00844415950266,235.40776342230038,149.76170338454156,205.42932884292694,106.03451197593638,306.64051948719316,107.11989100817439,146.746020577525,P21333
H0Y5C6,FLNA,H0Y5C6_HUMAN Filamin-A (Fragment),534,2,C,UR,24.52905865927634,80.33558516364235,50.47619678649377,201.69257215092622,679.8413592062577,577.501229155681,146.76091856448548,246.13663697145978,172.69550109528734,121.603,305.14733810101865,H0Y5C6
Q14315,FLNC,FLNC_HUMAN Filamin-C,534,879,C,UR,24.404784891915348,50.753494144208275,39.27763163958961,55.982292636874746,63.37757817337459,170.37984324939947,60.40540493255803,1100.2855211150495,91.08286235388512,152.53128555176337,123.02757910522013,Q14315
Q6NUQ4,TMEM214,TM214_HUMAN Transmembrane protein 214,535,113,C,UR,285.09467051766364,598.9454323002986,141.54526519590243,151.8942530409053,112.14846058454913,133.68036728585588,121.27234827772014,144.77524326354794,120.36152842566426,270.9592920353982,238.11090750238446,Q6NUQ4
Q96GM8,TOE1,TOE1_HUMAN Target of EGR1 protein 1,536,44,C,UR,164.19176297360553,99.75690623850703,72.09229496968061,85.8772360979263,79.72381651511175,290.2388403487914,144.0832134347192,182.20731839048517,108.94546813456083,190.23454545454544,187.2089678227892,Q96GM8
Q9BZE9,ASPSCR1,ASPC1_HUMAN Tether containing UBX domain for GLUT4,537,70,C,UR,96.0583455562045,189.07652008492084,235.4009618054922,196.1952311253218,208.30642206806087,178.78126081717693,133.27198521346298,82.52969792080896,229.70644648966413,110.96342857142857,121.90130963470666,Q9BZE9
Q9HD40,SEPSECS,SPCS_HUMAN O-phosphoseryl-tRNA(Sec) selenium transferase,538,9,C,UR,51.80815298736069,102.09704067562333,103.57509096453904,167.1075299071855,350.3564584596925,71.54503812792365,124.90245504922146,48.49364664672882,79.67416440609377,62.353333333333325,59.90929417573335,Q9HD40
P60468,SEC61B,SC61B_HUMAN Protein transport protein Sec61 subunit beta,539,11,C,UR,241.46693043127172,116.83113759962528,205.64711062992782,123.22993908201855,93.01358402533943,120.7319675182621,154.740053154582,127.96068789184072,111.90171530071405,177.2490909090909,186.70147749575912,P60468
Q9Y3D6,FIS1,FIS1_HUMAN Mitochondrial fission 1 protein,540,25,C,UR,297.15499301019895,282.3602622318093,295.2175896373621,190.07941029467398,278.34600424260054,173.3927296573204,160.81783134238367,116.30475356388936,77.51168250526824,209.91400000000002,209.50743323827436,Q9Y3D6
P78545,ELF3,ELF3_HUMAN ETS-related transcription factor Elf-3,541,12,C,UR,221.27424213246456,56.39614719407123,365.31328223308793,391.65707518015716,183.1608212656505,113.03684379939672,83.38070886938911,32.51377617918673,38.875218610144834,180.63583333333335,151.50135908904855,P78545
Q5T653,MRPL2,"RM02_HUMAN 39S ribosomal protein L2, mitochondrial",542,31,C,UR,175.2446514841029,135.1719180884958,173.99942042389898,103.92920156410906,97.23859545423002,124.81138863170024,121.67530816118806,83.7870188686945,107.21851294400288,139.20064516129034,119.7324936743882,Q5T653
Q8WZ64,ARAP2,"ARAP2_HUMAN Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2",543,1,C,UR,84.68711162693256,144.33269050172353,37.23499158778741,202.1771901448556,206.31144242320454,175.98525051592907,129.50665040105883,170.03290708747335,164.53558150622615,115.911,114.70710425013228,Q8WZ64
Q8N5M9,JAGN1,JAGN1_HUMAN Protein jagunal homolog 1,544,8,C,UR,142.74095700485702,224.42805111098525,124.56194237978498,114.6418233864703,136.42517134827358,111.01406444503344,148.59513922153732,117.78544529412784,93.9680732524457,179.61625,157.52879910734572,Q8N5M9
P10586,PTPRF,PTPRF_HUMAN Receptor-type tyrosine-protein phosphatase F,545,194,C,UR,206.30084243790643,133.48946387642977,103.87654448881923,118.30803673906479,196.0101284764289,62.15879663044058,65.04520869826572,110.35028756338052,197.15998009950007,107.37319587628866,102.62315119466666,P10586
P23468,PTPRD,PTPRD_HUMAN Receptor-type tyrosine-protein phosphatase delta,545,7,C,UR,163.6403017661198,125.89234136484566,89.54603409539455,97.35183111399718,155.04768388262005,63.244396223420694,61.278743137686085,86.32462510193713,164.04416063673233,80.89242857142857,124.29433983486201,P23468
Q13332,PTPRS,PTPRS_HUMAN Receptor-type tyrosine-protein phosphatase S,545,55,C,UR,130.30790579929572,132.49539333674244,85.26709554823195,104.96187955681043,118.22505963828851,97.56930703201428,100.64080885964611,142.49134127412654,185.9315450658258,122.19509090909091,131.86907135995676,Q13332
