Protein Id,Gene Symbol,Description,Group ID,Set2 Peptides,Set2~rq_126_sn_sum,Set2~rq_127n_sn_sum,Set2~rq_127c_sn_sum,Set2~rq_128n_sn_sum,Set2~rq_128c_sn_sum,Set2~rq_129n_sn_sum,Set2~rq_129c_sn_sum,Set2~rq_130n_sn_sum,Set2~rq_130c_sn_sum,Set2~rq_131_sn_sum
sp|A6NKD9|CC85C_HUMAN,CCDC85C,CC85C_HUMAN Coiled-coil domain-containing protein 85C,670,4,55.3436,247.2,160.535,166.72,189.145,116.893,206.727,99.9954,176.222,171.335
sp|Q69YQ0|CYTSA_HUMAN,SPECC1L,CYTSA_HUMAN Cytospin-A,671,35,2664.76,2997.94,2585.36,1611.8,2156.5,3345.18,3986.13,4013.26,3120.79,4152.83
sp|P35241|RADI_HUMAN,RDX,RADI_HUMAN Radixin,671,31,563.592,3129.0,2179.84,2199.12,1369.8,3126.79,3704.86,3869.21,6147.45,5248.84
sp|P26038|MOES_HUMAN,MSN,MOES_HUMAN Moesin,671,72,860.495,9277.03,578.81,10272.9,698.918,5802.03,4340.58,14366.2,12042.3,8040.64
sp|Q5TZA2|CROCC_HUMAN,CROCC,CROCC_HUMAN Rootletin,671,23,3181.14,2234.35,1537.45,1031.28,1510.05,1180.19,2769.09,1040.37,1316.58,1561.71
sp|Q9BV73|CP250_HUMAN,CEP250,CP250_HUMAN Centrosome-associated protein CEP250,671,31,1499.93,1527.5,2031.79,2671.92,1784.84,1264.24,1904.71,940.771,4148.67,2234.53
sp|P15311|EZRI_HUMAN,EZR,EZRI_HUMAN Ezrin,671,102,9478.87,6140.13,16007.0,8693.27,9005.73,8689.98,14699.3,8137.79,13453.6,7430.34
sp|P15144|AMPN_HUMAN,ANPEP,AMPN_HUMAN Aminopeptidase N,672,71,933.396,6119.76,1223.86,43283.6,1145.27,3812.16,630.32,4907.41,7675.53,24803.5
sp|Q9HA77|SYCM_HUMAN,CARS2,"SYCM_HUMAN Probable cysteine--tRNA ligase, mitochondrial",673,17,553.025,5078.81,2411.67,1368.42,1314.83,3517.91,1814.77,3025.37,2812.98,2327.43
sp|Q9HC35|EMAL4_HUMAN,EML4,EMAL4_HUMAN Echinoderm microtubule-associated protein-like 4,674,35,1368.86,4267.91,4044.63,3526.26,1918.88,5658.78,4174.85,1838.77,3351.49,2623.4
tr|B5MBZ0|B5MBZ0_HUMAN,EML4,B5MBZ0_HUMAN Echinoderm microtubule-associated protein-like 4,674,1,49.8419,175.777,85.3135,119.627,24.0858,161.317,270.758,81.9288,70.1904,109.94
sp|Q9H1K1|ISCU_HUMAN,ISCU,"ISCU_HUMAN Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",675,14,2874.02,1651.32,2155.05,1224.62,1844.29,1124.99,1727.12,1350.58,1700.49,1827.36
sp|Q32P44|EMAL3_HUMAN,EML3,EMAL3_HUMAN Echinoderm microtubule-associated protein-like 3,676,12,697.885,893.401,778.39,1522.22,671.389,874.08,720.898,441.853,895.974,818.227
sp|Q9Y4F1|FARP1_HUMAN,FARP1,"FARP1_HUMAN FERM, RhoGEF and pleckstrin domain-containing protein 1",677,28,2483.21,3384.04,4068.86,1137.76,520.873,1938.58,3819.81,4109.4,798.776,1102.56
sp|O94887|FARP2_HUMAN,FARP2,"FARP2_HUMAN FERM, RhoGEF and pleckstrin domain-containing protein 2",677,14,689.835,1292.14,2152.0,1369.79,1609.32,1476.49,1412.86,842.599,836.18,1260.39
sp|O95271|TNKS1_HUMAN,TNKS,TNKS1_HUMAN Tankyrase-1,678,1,19.5902,87.452,166.958,76.3208,34.1596,137.206,90.5494,47.8018,100.304,72.6036
sp|Q15102|PA1B3_HUMAN,PAFAH1B3,PA1B3_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma,679,18,1934.01,599.653,2559.34,556.23,2475.24,2132.49,882.752,886.781,1217.54,823.203
sp|Q6PJ61|FBX46_HUMAN,FBXO46,FBX46_HUMAN F-box only protein 46,680,4,222.781,45.8863,130.665,131.601,186.069,321.665,254.535,243.849,191.317,149.834
sp|O00151|PDLI1_HUMAN,PDLIM1,PDLI1_HUMAN PDZ and LIM domain protein 1,681,25,208.418,2776.28,1476.01,1278.61,231.875,3603.8,3899.75,6862.9,2989.37,3409.65
sp|Q13428-4|TCOF_HUMAN,TCOF1,TCOF_HUMAN Isoform 4 of Treacle protein,682,82,11726.3,13316.8,5473.58,11306.0,6598.32,8676.34,12316.3,9967.24,10696.2,12008.5
sp|Q13428-3|TCOF_HUMAN,TCOF1,TCOF_HUMAN Isoform 3 of Treacle protein,682,1,47.9914,55.1149,70.0658,24.4299,34.6993,37.8056,19.7516,42.5437,71.3534,42.1012
sp|Q13428-6|TCOF_HUMAN,TCOF1,TCOF_HUMAN Isoform 6 of Treacle protein,682,1,46.7623,36.4024,22.1387,37.3289,29.1973,26.7902,43.9185,22.0776,46.6031,59.8081
sp|Q8IVF2|AHNK2_HUMAN,AHNAK2,AHNK2_HUMAN Protein AHNAK2,683,147,2954.82,28897.4,1747.04,33910.2,1570.24,12458.3,3202.89,29969.7,34697.5,21227.9
sp|Q09666|AHNK_HUMAN,AHNAK,AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK,683,705,81898.2,118983.0,108958.0,137168.0,58821.1,107952.0,122895.0,117026.0,144304.0,134013.0
sp|P48552|NRIP1_HUMAN,NRIP1,NRIP1_HUMAN Nuclear receptor-interacting protein 1,683,8,1181.86,282.701,465.594,679.192,945.08,1033.82,872.216,731.647,242.61,549.123
sp|Q09666-2|AHNK_HUMAN,AHNAK,AHNK_HUMAN Isoform 2 of Neuroblast differentiation-associated protein AHNAK,683,1,62.2105,11.3776,44.9156,20.3014,24.6997,21.0269,21.5984,5.19411,10.3675,14.2605
sp|Q9Y240|CLC11_HUMAN,CLEC11A,CLC11_HUMAN C-type lectin domain family 11 member A,684,3,511.535,692.373,767.701,575.18,642.592,557.724,615.826,381.894,553.289,638.732
sp|Q6ZMZ3|SYNE3_HUMAN,SYNE3,SYNE3_HUMAN Nesprin-3,686,18,3558.46,3697.42,819.67,1186.43,457.579,1027.3,387.631,2078.73,602.433,1584.6
sp|P20248|CCNA2_HUMAN,CCNA2,CCNA2_HUMAN Cyclin-A2,687,19,586.762,1874.41,2285.48,1701.8,1826.21,2125.89,2353.37,1141.84,2455.19,1616.54
sp|O43747-2|AP1G1_HUMAN,AP1G1,AP1G1_HUMAN Isoform 2 of AP-1 complex subunit gamma-1,688,42,3628.45,2742.55,7134.46,1975.96,3495.19,2750.72,2685.67,3602.05,3044.27,3174.34
sp|O75843|AP1G2_HUMAN,AP1G2,AP1G2_HUMAN AP-1 complex subunit gamma-like 2,688,11,1166.8,393.189,1472.61,1340.16,2712.87,1467.26,605.915,803.549,734.747,1221.16
sp|P54920|SNAA_HUMAN,NAPA,SNAA_HUMAN Alpha-soluble NSF attachment protein,689,32,4470.63,1568.48,3049.34,2479.22,6394.59,3350.03,2669.62,1897.8,4331.95,2851.7
sp|Q9H115|SNAB_HUMAN,NAPB,SNAB_HUMAN Beta-soluble NSF attachment protein,689,7,3405.6,358.039,371.99,368.231,876.658,591.973,485.896,440.949,632.533,619.96
sp|Q9NZC9|SMAL1_HUMAN,SMARCAL1,SMAL1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,690,10,855.497,1411.42,886.766,1807.12,1663.87,1416.38,1161.21,550.927,1403.19,1255.66
sp|Q68EM7|RHG17_HUMAN,ARHGAP17,RHG17_HUMAN Rho GTPase-activating protein 17,691,13,1272.61,2387.31,2613.69,3181.44,1262.54,607.188,1671.21,821.401,1208.49,1588.42
sp|Q2NL98|VMAC_HUMAN,VMAC,VMAC_HUMAN Vimentin-type intermediate filament-associated coiled-coil protein,692,1,148.44,311.091,374.773,32.2284,357.856,67.8556,34.2279,91.42,56.3818,74.9557
sp|Q2VPB7|AP5B1_HUMAN,AP5B1,AP5B1_HUMAN AP-5 complex subunit beta-1,693,3,199.96,180.123,261.519,280.02,360.284,220.626,295.78,220.383,267.132,302.058
sp|O75197|LRP5_HUMAN,LRP5,LRP5_HUMAN Low-density lipoprotein receptor-related protein 5,694,3,249.382,123.377,163.14,76.8602,114.376,222.125,174.997,256.369,155.178,156.501
sp|O75581|LRP6_HUMAN,LRP6,LRP6_HUMAN Low-density lipoprotein receptor-related protein 6,694,12,544.271,484.594,673.21,875.524,778.235,610.048,2253.11,812.495,1110.28,765.638
sp|Q07954|LRP1_HUMAN,LRP1,LRP1_HUMAN Prolow-density lipoprotein receptor-related protein 1,694,67,5114.91,10953.1,1997.92,9931.09,2277.3,927.736,11911.6,2209.14,2365.17,7978.83
sp|P09417|DHPR_HUMAN,QDPR,DHPR_HUMAN Dihydropteridine reductase,695,9,1069.0,494.795,731.031,1520.12,947.216,475.039,553.806,393.028,600.803,533.385
sp|Q8NFW8|NEUA_HUMAN,CMAS,NEUA_HUMAN N-acylneuraminate cytidylyltransferase,696,30,6385.14,785.069,4701.77,3727.62,3580.88,2985.62,1057.24,7193.49,3784.23,2297.46
sp|O95873|CF047_HUMAN,C6orf47,CF047_HUMAN Uncharacterized protein C6orf47,697,5,1335.13,717.65,1017.64,136.256,685.22,2585.33,909.439,1633.66,673.203,921.564
sp|Q86UK7|ZN598_HUMAN,ZNF598,ZN598_HUMAN Zinc finger protein 598,698,31,1299.53,2948.81,2545.99,3415.87,3480.65,1793.74,2350.84,1317.37,2150.05,2756.79
tr|H3BQQ2|H3BQQ2_HUMAN,ZNF598,H3BQQ2_HUMAN Zinc finger protein 598,698,1,1.23864,3.69034,1.63294,0.0,124.754,3.01426,1.07887,65.1184,64.0181,54.8184
sp|P11766|ADHX_HUMAN,ADH5,ADHX_HUMAN Alcohol dehydrogenase class-3,699,20,1411.73,3923.15,3998.5,3053.89,2616.31,2327.88,3501.26,834.32,3355.09,2488.87
sp|P46019|KPB2_HUMAN,PHKA2,"KPB2_HUMAN Phosphorylase b kinase regulatory subunit alpha, liver isoform",700,17,1310.84,3534.29,3530.48,2102.56,2572.39,2908.32,1473.68,704.952,1613.41,1546.23
sp|P46020-2|KPB1_HUMAN,PHKA1,"KPB1_HUMAN Isoform 2 of Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",700,13,1302.98,183.607,2554.24,3165.67,1678.29,2260.18,1548.27,1898.32,1932.04,1726.57
sp|P34897|GLYM_HUMAN,SHMT2,"GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial",701,64,8800.8,5753.9,7277.83,5619.06,7205.17,7709.81,9961.43,9021.75,4955.94,7400.4
sp|P34896|GLYC_HUMAN,SHMT1,"GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic",701,18,591.783,1269.93,2706.63,1260.02,2380.54,944.644,1929.42,1893.91,880.001,1525.51
sp|Q8NEG4|FA83F_HUMAN,FAM83F,FA83F_HUMAN Protein FAM83F,702,5,1273.11,135.729,506.166,91.1939,470.937,748.313,87.1882,1435.36,170.814,611.609
sp|O15061|SYNEM_HUMAN,SYNM,SYNEM_HUMAN Synemin,703,22,481.644,4904.88,426.545,3515.39,444.793,459.172,925.78,473.222,2858.91,1405.33
sp|Q12788|TBL3_HUMAN,TBL3,TBL3_HUMAN Transducin beta-like protein 3,704,29,2956.82,3031.82,1332.43,2534.91,2383.22,3680.35,3860.07,2966.33,3511.31,5556.22
sp|Q92879-4|CELF1_HUMAN,CELF1,CELF1_HUMAN Isoform 4 of CUGBP Elav-like family member 1,705,18,3567.89,2645.13,1692.77,3056.49,2287.8,2860.3,3017.75,2270.48,2554.25,2467.65
tr|E9PSH0|E9PSH0_HUMAN,CELF1,E9PSH0_HUMAN CUGBP Elav-like family member 1 (Fragment),705,3,437.476,266.683,205.479,295.446,273.915,355.418,363.09,296.376,261.46,343.579
sp|O95319-3|CELF2_HUMAN,CELF2,CELF2_HUMAN Isoform 3 of CUGBP Elav-like family member 2,705,4,1638.88,1139.21,509.505,834.074,857.434,1151.6,1050.85,873.169,835.428,2695.31
sp|P52815|RM12_HUMAN,MRPL12,"RM12_HUMAN 39S ribosomal protein L12, mitochondrial",706,15,2519.16,1648.1,1081.4,891.343,1484.85,1242.39,1211.29,1640.96,2007.86,1496.34
sp|Q9UBX3-2|DIC_HUMAN,SLC25A10,DIC_HUMAN Isoform 2 of Mitochondrial dicarboxylate carrier,706,16,2601.79,835.052,1257.38,284.503,2413.5,848.958,1218.2,1463.02,1949.34,1459.19
sp|Q9UJX6|ANC2_HUMAN,ANAPC2,ANC2_HUMAN Anaphase-promoting complex subunit 2,707,13,976.924,1052.01,1056.24,1618.15,1205.1,959.942,1630.5,901.256,1046.41,1200.53
sp|Q8NB16|MLKL_HUMAN,MLKL,MLKL_HUMAN Mixed lineage kinase domain-like protein,708,3,16.2283,64.2555,65.6468,312.73,166.127,161.479,30.8679,81.4478,129.637,142.733
sp|Q6ZNB6|NFXL1_HUMAN,NFXL1,NFXL1_HUMAN NF-X1-type zinc finger protein NFXL1,709,42,4907.63,3110.59,5235.24,4759.62,4251.96,2595.73,4142.64,4129.83,2907.64,4121.1
sp|Q8N137-2|CNTRB_HUMAN,CNTROB,CNTRB_HUMAN Isoform 2 of Centrobin,710,2,132.476,158.764,61.11,116.449,69.0845,112.753,106.135,99.148,89.2511,133.838
sp|Q96FS4|SIPA1_HUMAN,SIPA1,SIPA1_HUMAN Signal-induced proliferation-associated protein 1,711,5,97.9816,631.611,43.6455,1744.53,166.436,305.161,780.702,417.832,501.949,549.601
sp|Q92922|SMRC1_HUMAN,SMARCC1,SMRC1_HUMAN SWI/SNF complex subunit SMARCC1,712,50,7381.58,2495.33,6226.63,4564.3,8891.27,6277.87,5823.27,6813.71,5953.46,5309.71
sp|Q8TAQ2|SMRC2_HUMAN,SMARCC2,SMRC2_HUMAN SWI/SNF complex subunit SMARCC2,712,54,12488.3,4836.36,7605.84,2445.84,6670.05,5022.12,4555.04,6107.96,4298.25,6505.25
sp|Q8TAQ2-3|SMRC2_HUMAN,SMARCC2,SMRC2_HUMAN Isoform 3 of SWI/SNF complex subunit SMARCC2,712,5,2191.5,468.015,443.735,219.613,355.803,448.034,269.382,361.038,379.89,472.158
sp|Q9UL12|SARDH_HUMAN,SARDH,"SARDH_HUMAN Sarcosine dehydrogenase, mitochondrial",712,11,4394.13,634.279,334.57,327.91,332.743,397.451,363.105,349.69,376.85,442.418
sp|Q96CW5|GCP3_HUMAN,TUBGCP3,GCP3_HUMAN Gamma-tubulin complex component 3,713,19,1657.58,3325.41,3083.46,3070.8,1559.7,2992.09,3118.36,1110.84,1308.41,2175.15
sp|P12081|SYHC_HUMAN,HARS,"SYHC_HUMAN Histidine--tRNA ligase, cytoplasmic",714,45,4792.6,14877.4,3715.74,9411.09,5889.62,5427.83,5266.64,2366.49,9552.09,6489.87
sp|P49590|SYHM_HUMAN,HARS2,"SYHM_HUMAN Probable histidine--tRNA ligase, mitochondrial",714,19,4132.3,4359.27,1112.33,1478.31,2582.24,2457.7,933.002,1350.07,1514.54,1678.9
sp|Q15057|ACAP2_HUMAN,ACAP2,"ACAP2_HUMAN Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",715,17,801.813,1263.97,953.503,1217.75,1817.68,932.649,1731.81,1090.47,1190.22,1384.86
sp|Q96P50|ACAP3_HUMAN,ACAP3,"ACAP3_HUMAN Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3",715,1,110.159,202.846,128.68,157.265,266.813,138.833,232.55,125.113,151.049,186.564
sp|Q9H0D6|XRN2_HUMAN,XRN2,XRN2_HUMAN 5'-3' exoribonuclease 2,716,60,7363.41,5968.72,4042.27,4456.05,7259.55,6822.05,7970.07,7192.44,6873.32,7113.17
sp|P78549|NTHL1_HUMAN,NTHL1,NTHL1_HUMAN Endonuclease III-like protein 1,717,8,461.112,158.953,608.178,373.034,776.344,325.373,542.25,296.003,298.957,612.44
sp|Q9NRV9|HEBP1_HUMAN,HEBP1,HEBP1_HUMAN Heme-binding protein 1,718,20,1542.73,605.934,5343.86,1427.97,1520.2,924.131,1184.75,959.117,1365.99,894.298
sp|Q8N960|CE120_HUMAN,CEP120,CE120_HUMAN Centrosomal protein of 120 kDa,719,6,939.93,327.524,228.047,526.904,262.666,537.468,693.934,423.91,418.687,492.336
sp|P09601|HMOX1_HUMAN,HMOX1,HMOX1_HUMAN Heme oxygenase 1,721,9,711.011,310.097,270.842,1101.74,343.954,1228.76,532.281,760.391,446.966,824.341
sp|Q92797|SYMPK_HUMAN,SYMPK,SYMPK_HUMAN Symplekin,722,66,10557.9,5849.68,6935.17,5453.58,9537.26,8924.88,9801.46,8160.1,6722.21,8388.0
sp|Q6PUV4|CPLX2_HUMAN,CPLX2,CPLX2_HUMAN Complexin-2,723,5,5007.27,86.4752,35.9738,23.7884,80.9064,47.7801,19.8056,14.3039,144.64,32.8711
sp|O14578-4|CTRO_HUMAN,CIT,CTRO_HUMAN Isoform 4 of Citron Rho-interacting kinase,724,67,4464.8,5205.06,7676.53,5665.23,6842.35,3257.48,7258.4,6939.78,7779.66,7662.29
sp|Q5M775|CYTSB_HUMAN,SPECC1,CYTSB_HUMAN Cytospin-B,725,29,901.517,2665.03,969.121,1407.24,1145.87,2522.14,3338.0,6484.73,2223.82,2423.65
sp|Q9H2G2|SLK_HUMAN,SLK,SLK_HUMAN STE20-like serine/threonine-protein kinase,725,60,4458.43,4368.81,7010.05,7366.3,5009.82,6427.65,6207.99,4569.43,5694.4,7430.61
sp|O94804|STK10_HUMAN,STK10,STK10_HUMAN Serine/threonine-protein kinase 10,725,29,851.849,6485.17,757.454,11050.5,980.01,2587.49,883.972,1433.18,3295.8,3741.27
sp|Q7Z412|PEX26_HUMAN,PEX26,PEX26_HUMAN Peroxisome assembly protein 26,726,4,618.857,315.047,730.145,241.179,526.305,597.098,312.606,467.321,208.097,389.452
sp|Q8IWT3|CUL9_HUMAN,CUL9,CUL9_HUMAN Cullin-9,727,6,473.119,1201.8,429.426,298.65,596.33,667.251,445.274,312.054,433.457,423.999
sp|Q14999-2|CUL7_HUMAN,CUL7,CUL7_HUMAN Isoform 2 of Cullin-7,727,12,1474.95,5668.49,1559.08,1585.82,1823.69,2708.6,4229.63,1359.58,2222.87,2103.38
sp|P42345|MTOR_HUMAN,MTOR,MTOR_HUMAN Serine/threonine-protein kinase mTOR,728,60,4883.04,11847.5,4383.35,4475.62,4714.27,5118.82,5281.33,3649.58,6986.29,5448.25
sp|Q9BRX8|F213A_HUMAN,FAM213A,F213A_HUMAN Redox-regulatory protein FAM213A,729,15,5656.76,132.052,1216.89,511.497,1813.26,2411.46,1473.14,3180.35,1655.17,1854.96
sp|Q12872-2|SFSWA_HUMAN,SFSWAP,"SFSWA_HUMAN Isoform 2 of Splicing factor, suppressor of white-apricot homolog",730,24,4262.23,2056.43,1634.22,1515.59,3130.72,1755.81,2723.78,2212.69,2116.27,2464.49
sp|Q15024|EXOS7_HUMAN,EXOSC7,EXOS7_HUMAN Exosome complex component RRP42,731,15,1799.39,1259.14,1049.13,2104.95,1916.51,1235.79,2460.84,1496.01,1521.76,1968.87
sp|Q9BZH6|WDR11_HUMAN,WDR11,WDR11_HUMAN WD repeat-containing protein 11,732,28,2040.92,3142.93,2779.52,2393.91,3992.43,1986.54,2743.19,3052.83,2540.75,3115.63
sp|O75600-2|KBL_HUMAN,GCAT,"KBL_HUMAN Isoform 2 of 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",733,15,2642.61,1633.74,1355.81,538.429,4243.94,2731.43,1044.59,575.676,841.595,667.429
sp|P42684|ABL2_HUMAN,ABL2,ABL2_HUMAN Abelson tyrosine-protein kinase 2,734,11,542.22,1193.93,496.334,2733.97,720.342,776.113,890.138,443.076,973.116,838.369
sp|P00519-2|ABL1_HUMAN,ABL1,ABL1_HUMAN Isoform IB of Tyrosine-protein kinase ABL1,734,11,796.201,1962.28,1467.18,824.761,1451.07,848.515,1052.09,572.324,690.46,886.743
sp|Q02833|RASF7_HUMAN,RASSF7,RASF7_HUMAN Ras association domain-containing protein 7,735,3,46.5338,69.6876,65.5077,68.6046,83.0053,70.8331,96.8794,83.8518,77.6552,72.3135
sp|P33121|ACSL1_HUMAN,ACSL1,ACSL1_HUMAN Long-chain-fatty-acid--CoA ligase 1,736,50,4750.6,2410.06,7907.54,3138.36,20602.1,6829.15,1949.02,4325.08,2845.46,5062.63
sp|Q9ULC5-3|ACSL5_HUMAN,ACSL5,ACSL5_HUMAN Isoform 2 of Long-chain-fatty-acid--CoA ligase 5,736,5,460.868,279.2,735.707,329.346,1754.39,598.978,246.777,595.295,360.576,1811.41
sp|Q14129|DGCR6_HUMAN,DGCR6,DGCR6_HUMAN Protein DGCR6,737,1,25.021,41.6497,49.8375,12.7931,19.4016,42.4192,35.6068,1.98558,21.4946,11.5389
sp|Q9BY27|DGC6L_HUMAN,DGCR6L,DGC6L_HUMAN Protein DGCR6L,737,2,207.151,270.261,302.979,122.542,297.502,215.834,226.177,158.636,234.85,203.41
sp|P38935|SMBP2_HUMAN,IGHMBP2,SMBP2_HUMAN DNA-binding protein SMUBP-2,738,18,2186.4,1702.73,2369.21,1652.15,3013.48,2845.8,2021.22,1639.11,2077.37,1962.41
sp|O95382|M3K6_HUMAN,MAP3K6,M3K6_HUMAN Mitogen-activated protein kinase kinase kinase 6,739,6,465.419,470.797,471.224,1354.13,440.834,804.781,431.767,434.82,295.1,461.48
sp|Q99683|M3K5_HUMAN,MAP3K5,M3K5_HUMAN Mitogen-activated protein kinase kinase kinase 5,739,5,493.591,137.375,251.401,331.875,388.557,711.452,183.099,391.074,227.591,239.377
sp|P22570-7|ADRO_HUMAN,FDXR,"ADRO_HUMAN Isoform 7 of NADPH:adrenodoxin oxidoreductase, mitochondrial",740,32,2184.26,2003.34,7356.82,969.996,3991.84,3105.66,1879.51,1977.34,1607.34,1880.06
sp|P22570-6|ADRO_HUMAN,FDXR,"ADRO_HUMAN Isoform 6 of NADPH:adrenodoxin oxidoreductase, mitochondrial",740,1,78.905,40.2193,239.043,21.0095,163.485,120.384,52.3464,61.0058,56.7517,76.7867
sp|O75971|SNPC5_HUMAN,SNAPC5,SNPC5_HUMAN snRNA-activating protein complex subunit 5,742,1,39.8129,78.5151,77.5444,174.525,69.8425,141.046,62.7093,43.364,77.1967,54.6222
sp|P49788|TIG1_HUMAN,RARRES1,TIG1_HUMAN Retinoic acid receptor responder protein 1,743,7,39.3514,58.5264,90.4367,89.5023,91.3489,1722.58,98.0129,5040.04,110.739,89.6927
sp|P41227|NAA10_HUMAN,NAA10,NAA10_HUMAN N-alpha-acetyltransferase 10,744,31,1747.87,3241.75,4041.77,7227.27,2927.24,2975.47,4189.35,1303.28,3501.38,2603.57
sp|Q8NDH3|PEPL1_HUMAN,NPEPL1,PEPL1_HUMAN Probable aminopeptidase NPEPL1,745,14,990.224,180.157,1938.68,1056.78,1234.79,727.553,947.616,428.997,920.651,1508.65
sp|Q86V59|PNML1_HUMAN,PNMAL1,PNML1_HUMAN PNMA-like protein 1,746,5,2626.76,43.3091,248.978,132.679,54.8493,183.881,1761.44,107.825,88.3256,174.182
sp|Q9H0L4|CSTFT_HUMAN,CSTF2T,CSTFT_HUMAN Cleavage stimulation factor subunit 2 tau variant,747,32,4173.39,2680.03,3667.42,2572.78,4351.85,3041.22,3863.3,3026.86,3389.71,3496.41
sp|P33240|CSTF2_HUMAN,CSTF2,CSTF2_HUMAN Cleavage stimulation factor subunit 2,747,16,2967.22,2234.63,1083.37,1986.83,2233.08,2985.48,2314.69,3003.22,2162.28,2342.58
sp|Q9Y5V0|ZN706_HUMAN,ZNF706,ZN706_HUMAN Zinc finger protein 706,748,6,237.561,1058.59,787.374,850.449,958.547,1291.63,1055.0,431.482,974.852,783.932
sp|Q96MW1|CCD43_HUMAN,CCDC43,CCD43_HUMAN Coiled-coil domain-containing protein 43,749,10,334.105,798.47,731.033,640.949,954.956,965.412,711.57,490.501,707.32,718.805
sp|O00401|WASL_HUMAN,WASL,WASL_HUMAN Neural Wiskott-Aldrich syndrome protein,750,15,1213.49,2192.08,1527.29,2503.22,1082.01,1625.97,1830.86,1329.98,1292.92,2288.26
sp|Q9C0C9|UBE2O_HUMAN,UBE2O,UBE2O_HUMAN Ubiquitin-conjugating enzyme E2 O,751,58,1923.97,8422.43,16125.2,3333.73,9301.69,4893.33,5537.97,1765.84,7075.13,4436.58
sp|Q96EV2|RBM33_HUMAN,RBM33,RBM33_HUMAN RNA-binding protein 33,752,4,242.648,289.199,239.536,323.532,360.952,236.063,261.732,311.213,325.789,271.05
sp|O00443|P3C2A_HUMAN,PIK3C2A,P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,752,29,3218.83,2956.43,3667.9,2753.03,1906.41,3259.84,5455.32,3530.51,5923.09,5136.64
sp|Q96ST2|IWS1_HUMAN,IWS1,IWS1_HUMAN Protein IWS1 homolog,752,27,3101.19,2687.93,1938.08,3448.59,3166.37,3079.91,3378.19,2688.83,1861.66,2523.39
sp|Q8ND90|PNMA1_HUMAN,PNMA1,PNMA1_HUMAN Paraneoplastic antigen Ma1,753,3,548.066,543.292,65.0932,94.5382,69.7855,43.5668,164.418,58.5234,134.47,150.185
sp|Q13813-2|SPTN1_HUMAN,SPTAN1,"SPTN1_HUMAN Isoform 2 of Spectrin alpha chain, non-erythrocytic 1",754,263,27496.2,33893.0,19722.0,25793.1,21003.5,32488.6,27252.8,55053.8,35968.5,32321.2
sp|Q13813-3|SPTN1_HUMAN,SPTAN1,"SPTN1_HUMAN Isoform 3 of Spectrin alpha chain, non-erythrocytic 1",754,5,52.9212,1168.68,308.134,888.387,339.027,531.012,912.9,1038.34,763.607,786.981
sp|P78346-2|RPP30_HUMAN,RPP30,RPP30_HUMAN Isoform 2 of Ribonuclease P protein subunit p30,755,16,2081.65,2314.61,1672.72,4122.77,3282.45,3146.43,2743.0,2547.1,3183.99,2665.34
sp|P49641|MA2A2_HUMAN,MAN2A2,MA2A2_HUMAN Alpha-mannosidase 2x,756,10,816.979,379.483,717.03,412.152,680.466,717.428,797.993,1721.19,658.746,627.501
sp|Q16706|MA2A1_HUMAN,MAN2A1,MA2A1_HUMAN Alpha-mannosidase 2,756,40,3870.11,1920.04,3449.12,2689.56,4645.94,4973.66,2785.76,7642.67,7509.61,6513.28
sp|Q9Y613|FHOD1_HUMAN,FHOD1,FHOD1_HUMAN FH1/FH2 domain-containing protein 1,758,31,420.786,4125.48,4737.19,2670.97,11093.5,2279.32,1385.3,919.43,849.854,1773.24
sp|P07814|SYEP_HUMAN,EPRS,SYEP_HUMAN Bifunctional glutamate/proline--tRNA ligase,759,156,11131.0,17667.6,12303.8,25581.7,22738.6,25086.6,12040.3,7488.44,23952.2,11883.1
sp|P47897|SYQ_HUMAN,QARS,SYQ_HUMAN Glutamine--tRNA ligase,759,74,6694.29,6519.1,6025.97,10988.9,9256.32,9610.99,7478.66,4603.85,11165.0,6941.68
sp|P0C7T5|ATX1L_HUMAN,ATXN1L,ATX1L_HUMAN Ataxin-1-like,760,6,403.616,421.672,927.277,350.873,460.875,488.037,485.352,465.883,458.362,410.805
sp|Q9Y5B9|SP16H_HUMAN,SUPT16H,SP16H_HUMAN FACT complex subunit SPT16,761,105,21772.3,9713.29,9249.24,17417.6,14189.2,8482.85,9406.75,10927.6,11527.8,9644.04
sp|P34059|GALNS_HUMAN,GALNS,GALNS_HUMAN N-acetylgalactosamine-6-sulfatase,762,12,1554.99,646.948,2953.65,834.152,421.988,1112.3,635.662,1628.44,691.306,767.248
sp|P15289|ARSA_HUMAN,ARSA,ARSA_HUMAN Arylsulfatase A,762,9,786.055,480.75,420.72,201.215,672.879,413.913,276.4,518.921,275.759,298.388
