Uniprot_Id,Gene_Symbol,Description,Group_ID,Set7 Peptides,Collapsed,Parsimony,MCF12A,MGH312,MGH358,SUM185PE,184A-1,184B5,MCF10A (repeat 4),HCC1569,AU-565,MCF10A (repeat 5),Bridge7,Uniprot_Id_prefix
P29966,MARCKS,MARCS_HUMAN Myristoylated alanine-rich C-kinase substrate,253,55,C,UR,159.94286686219263,208.34863273711255,201.70228715165553,214.64568614474658,142.61513769850592,154.92084068839742,92.60446109356481,39.897947335765274,94.23744691392572,133.61207399804755,199.80363636363637,P29966
Q1KMD3,HNRNPUL2,HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2,254,233,C,UR,127.1826802641564,110.78619443053107,182.50048560394848,194.86690486767577,196.84167499593985,207.44356324602194,172.61305074473472,151.54914904019185,94.6986607617036,125.90429257902782,91.02789699570816,Q1KMD3
Q13751,LAMB3,LAMB3_HUMAN Laminin subunit beta-3,255,201,C,UR,118.22779837309403,8.923080733233588,18.440825470034085,15.451009322898035,198.71871317423185,378.3178506969668,199.08066619114447,25.789005698071783,17.003166143554534,134.43111687536978,55.24875621890547,Q13751
Q9UHB6-4,LIMA1,LIMA1_HUMAN Isoform 4 of LIM domain and actin-binding protein 1,256,181,C,UR,190.97923992414596,47.27969067485085,205.4821773425642,62.57808427271216,299.68231834498636,155.02927126834084,152.3014648969929,21.625605668695375,98.7859006409468,76.89333103330925,95.80055248618785,Q9UHB6
Q99707,MTR,METH_HUMAN Methionine synthase,257,26,C,UR,134.79080748315658,216.0326181997227,114.80235484902694,130.41245382889693,61.79119224848169,98.52281521463999,103.39369025154716,125.22098368590751,94.28987868651801,138.56760241210665,130.1026923076923,Q99707
O95425,SVIL,SVIL_HUMAN Supervillin,258,135,C,UR,226.4321196117378,40.64552316646125,67.18371044087074,53.688745598072124,264.68460214475164,144.26593288939543,285.52556089855125,91.18691225140492,26.485163321560098,152.2498108441637,82.28666666666668,O95425
Q8WUB8,PHF10,PHF10_HUMAN PHD finger protein 10,259,23,C,UR,131.97134200967676,173.5965287095569,89.30079254678651,125.1182433766558,87.7603603361043,97.00445184009926,137.975764909374,89.82690403407747,67.12431913082474,178.39278446044872,91.5304347826087,Q8WUB8
O15120,AGPAT2,PLCB_HUMAN 1-acyl-sn-glycerol-3-phosphate acyltransferase beta,260,7,C,UR,76.41691833455714,26.687896621381142,74.30320669151912,66.77827238701624,71.3769161944115,70.95788969852966,81.00463613862252,63.500303791745324,46.262801732607045,55.13905394880961,53.96257142857144,O15120
Q9P253,VPS18,VPS18_HUMAN Vacuolar protein sorting-associated protein 18 homolog,261,35,C,UR,106.83621717477605,131.47649801371708,166.7961818230384,145.2923016397198,109.56043398096776,107.60073812887595,145.05078010069656,82.36076689908448,166.6827069276313,110.9380786551201,115.86800000000001,Q9P253
Q52LJ0-2,FAM98B,FA98B_HUMAN Isoform 2 of Protein FAM98B,262,34,C,UR,74.77669160248202,108.85276754737433,156.34422355425318,137.37038171440145,95.35089593194185,115.80334052781548,74.50328415751999,91.01316007294182,148.789441549382,76.6473519683552,103.68941176470588,Q52LJ0
Q8NCA5,FAM98A,FA98A_HUMAN Protein FAM98A,262,61,C,UR,103.53913644927444,83.86978351098915,102.44397253385756,152.80803264782799,98.19615815709693,93.16291302447212,104.17735577311306,88.57066929758808,171.91892258245656,113.68701851897954,112.70655737704918,Q8NCA5
Q9P278-2,FNIP2,FNIP2_HUMAN Isoform 2 of Folliculin-interacting protein 2,263,1,C,UR,38.20725238746184,20.7201800789754,51.49315030348532,182.16344857667522,52.11730999147597,43.47585776174135,46.74355697991002,41.90454188797695,19.790068644959074,56.79382510466262,29.2482,Q9P278
Q9NW13,RBM28,RBM28_HUMAN RNA-binding protein 28,264,142,C,UR,333.59133452055875,90.34723007894239,108.0898992496356,69.81198036863685,120.98245458431532,170.2424361149903,191.4972396885307,153.11083241376699,220.74055073592774,194.1110663061487,109.1387323943662,Q9NW13
Q9P260-2,KIAA1468,K1468_HUMAN Isoform 2 of LisH domain and HEAT repeat-containing protein KIAA1468,265,33,C,UR,137.4288169104939,195.9112111183227,170.39251714293715,242.42085571858377,65.77268034685056,79.49558666701367,84.45770874747753,74.63969462175729,256.5412721182225,69.65403580767098,149.67030303030302,Q9P260
Q9P260,KIAA1468,K1468_HUMAN LisH domain and HEAT repeat-containing protein KIAA1468,265,4,C,UR,77.85057275682796,112.39357848330492,87.29442438855773,135.07548792852822,36.64057311230078,46.02522013335025,43.833579251982776,43.88119047383338,134.36405799478226,37.60018717925081,73.94,Q9P260
O43272,PRODH,"PROD_HUMAN Proline dehydrogenase 1, mitochondrial",266,53,C,UR,47.71288623308583,121.39564309044655,371.8128219556783,51.605815748429656,38.169231430454275,35.78317768715087,32.32420280726637,16.119964664101293,136.34229336768223,20.257510159062818,17.480264150943395,O43272
Q16706,MAN2A1,MA2A1_HUMAN Alpha-mannosidase 2,267,105,C,UR,183.26962816682845,77.02322766110575,133.2624930324148,168.64488100648538,218.8168882311457,129.51354830716113,181.73819872730587,46.2983507480091,108.2764510428992,160.35306936972344,127.75142857142856,Q16706
P49641,MAN2A2,MA2A2_HUMAN Alpha-mannosidase 2x,267,18,C,UR,68.55447965529294,46.1097068364016,175.6019187454858,53.90761920490367,65.85732419450214,67.37257953426561,84.80381355762357,93.1126119390998,153.4166017702262,84.80443040364202,59.61722222222222,P49641
Q9HCS7,XAB2,SYF1_HUMAN Pre-mRNA-splicing factor SYF1,268,95,C,UR,157.604173769906,128.50356514516503,101.76907015208681,79.8558225473311,112.72869177856143,125.795491869527,131.99878100888745,154.91838297322883,89.4743920706938,157.4919507323631,94.60252631578948,Q9HCS7
Q5VYK3,ECM29,ECM29_HUMAN Proteasome-associated protein ECM29 homolog,269,144,C,UR,138.53916100171438,186.80868019206233,146.86483063929168,221.71564660173803,73.46135570669841,98.51281070117487,106.94303213573447,108.22290035046012,224.45103273936232,128.88099809653332,182.01666666666668,Q5VYK3
Q9NVM6,DNAJC17,DJC17_HUMAN DnaJ homolog subfamily C member 17,270,6,C,UR,52.30425081654969,80.53541983386698,70.3552314000213,101.06259689372452,70.01086395958794,68.60765293533316,46.540691357828294,52.74911510464979,238.76742631978485,66.27264978004757,164.24316666666667,Q9NVM6
Q9UHV9,PFDN2,PFD2_HUMAN Prefoldin subunit 2,271,25,C,UR,69.76538934072533,207.61537987163274,95.00091453548214,174.96264746779107,78.89390916718698,74.64130126340034,52.15253224897954,123.93169908884151,197.03551315849344,89.07341373081888,284.468,Q9UHV9
O94906,PRPF6,PRP6_HUMAN Pre-mRNA-processing factor 6,272,148,C,UR,142.50928087061882,134.19615237047338,114.16308933773192,69.16009988193389,104.27399257021507,144.75339375433362,110.07835125518059,134.60451813148978,79.14686852075381,103.3106624525792,79.09729729729729,O94906
Q86Y79,PTRH1,PTH_HUMAN Probable peptidyl-tRNA hydrolase,273,30,C,UR,187.28780269658802,68.4882708734157,212.7148179279211,82.08418057673029,107.25895096057296,95.29213322563113,89.91759256760758,74.01298064704079,77.36510907015831,79.09011964429222,73.51833333333335,Q86Y79
Q6P179,ERAP2,ERAP2_HUMAN Endoplasmic reticulum aminopeptidase 2,274,72,C,UR,27.024493129121627,36.200995526405485,35.80994967558447,37.62006076013261,755.8358227591126,629.9430178437482,72.81689144306283,69.2122662205889,29.872493424187585,32.52412615985951,80.36652777777778,Q6P179
P35232,PHB,PHB_HUMAN Prohibitin,275,134,C,UR,179.0735166548385,149.60643333754945,189.18543822890368,98.35907053178066,150.60086763380676,151.77540472006137,127.35338983134436,114.50704540268909,92.90025682075415,142.41512545894,85.36567164179104,P35232
P05023,ATP1A1,AT1A1_HUMAN Sodium/potassium-transporting ATPase subunit alpha-1,276,202,C,UR,161.0853908131779,92.64118316512157,132.62759478432585,50.990887765000416,106.8080875611433,120.36990432617218,243.98300047602243,101.4657219332266,109.59091041658866,218.45986900877003,104.20792079207921,P05023
P13637-3,ATP1A3,AT1A3_HUMAN Isoform 3 of Sodium/potassium-transporting ATPase subunit alpha-3,276,170,C,UR,163.90554457824143,94.6768488341351,129.7670825075583,50.10292382959028,103.89239728388486,127.73857743665408,243.64450881995177,129.52321102944273,140.72207908492925,211.44832592107508,102.94117647058823,P13637
Q5JVF3-4,PCID2,PCID2_HUMAN Isoform 4 of PCI domain-containing protein 2,277,41,C,UR,140.91155848755642,126.06356544136405,125.0622355704905,97.65871484290805,121.90816454554297,143.02397847186577,158.20856425985565,107.0864965809173,145.5826372802785,152.40236521783496,108.48121951219511,Q5JVF3
Q9BUK6,MSTO1,MSTO1_HUMAN Protein misato homolog 1,278,17,C,UR,91.61304472201445,266.4621333970465,107.10620715128398,120.29790304744304,65.15367819634487,68.07429572720868,96.12847993636348,88.08326381736146,273.53087348384975,89.50919230161901,125.59470588235295,Q9BUK6
P55196-1,MLLT4,AFAD_HUMAN Isoform 2 of Afadin,279,167,C,UR,282.7138251720156,116.34318584153011,77.00284181443189,90.14698261438228,60.38279365642465,92.5039533174137,202.19309905899271,112.8865567108668,164.10826409088628,168.71015625606464,95.8754491017964,P55196
J3KN01,MLLT4,J3KN01_HUMAN Afadin,279,11,C,UR,246.15455872558044,76.77727569497031,65.41568853764105,94.91109496136745,58.08627335810604,93.64367677839316,188.63847420448144,87.44134300382566,147.6480499592232,152.00823563075403,80.02,J3KN01
O15020,SPTBN2,"SPTN2_HUMAN Spectrin beta chain, non-erythrocytic 2",280,170,C,UR,120.83770253072241,75.21430380454484,129.9463350866732,108.61403893794157,106.34540712333238,86.00128739426027,161.20311226812814,98.37249086175643,218.87670394394203,133.96919223750155,101.00941176470587,O15020
Q01082,SPTBN1,"SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1",280,560,C,UR,228.8248479269254,64.63920350864794,74.54177078578235,42.29717794050032,195.53409543877774,166.23967800673896,166.8195675754803,97.61512903837036,69.0418350686513,152.55868362479586,104.56035714285714,Q01082
Q01082-3,SPTBN1,"SPTB2_HUMAN Isoform 2 of Spectrin beta chain, non-erythrocytic 1",280,6,C,UR,135.73074971656132,43.25576931232572,35.1558242100006,19.944035170662865,101.52638336806274,95.24060938077471,109.4252277180527,31.790095659276933,43.34526689240544,83.54745363750875,47.094500000000004,Q01082
P12814-4,ACTN1,ACTN1_HUMAN Isoform 4 of Alpha-actinin-1,280,416,C,UR,228.0961800176707,104.84481521259075,64.99730962612398,45.37394988151872,243.92009860168307,127.72445871627106,211.43069516263398,89.37005201889093,71.25995079442279,165.43580899649334,157.3783653846154,P12814
P12814,ACTN1,ACTN1_HUMAN Alpha-actinin-1,280,32,C,UR,103.522852340477,71.01485117298259,31.746488483136226,28.05178640867189,174.0930813033656,99.04873675411332,141.5246154324608,49.73842426157951,40.09110436396665,148.01209183745232,111.0971875,P12814
O43707,ACTN4,ACTN4_HUMAN Alpha-actinin-4,280,354,C,UR,245.76241416757003,64.13055226987254,107.82409002443042,52.996044322978534,190.10602531430098,105.31315109471024,146.16087863906864,105.19506797608946,93.27123682558262,124.50487947784983,159.51553672316385,O43707
Q9H254,SPTBN4,"SPTN4_HUMAN Spectrin beta chain, non-erythrocytic 4",280,14,C,UR,268.8946787629459,99.65616256959767,131.3838557081615,87.1088201473659,248.27173201508265,210.34495908693657,209.50321626263406,156.545541529832,125.19161050301338,207.8612114349293,156.02214285714285,Q9H254
O43395,PRPF3,PRPF3_HUMAN U4/U6 small nuclear ribonucleoprotein Prp3,281,115,C,UR,213.9725552431032,145.03516627677902,110.80376689667345,80.93906331652099,121.38916741117876,177.78487990630813,160.1556397099972,154.43740340275923,84.81679091813811,160.286616298,110.6608695652174,O43395
O75717,WDHD1,WDHD1_HUMAN WD repeat and HMG-box DNA-binding protein 1,282,71,C,UR,108.05421494472822,372.8423892851424,85.5319943183346,66.14147656246223,90.75719504279618,55.778276259984274,68.87243653498066,124.5037618388378,105.37528182200099,106.22417681158377,95.88394366197183,O75717
Q96I15,SCLY,SCLY_HUMAN Selenocysteine lyase,283,19,C,UR,80.07428687069127,106.30865202254184,85.07837969415306,182.25415594001046,58.163522338069676,113.80784072346658,67.09894803070137,111.49357132888083,144.69273597551918,62.07437624310276,104.03315789473685,Q96I15
Q08379,GOLGA2,GOGA2_HUMAN Golgin subfamily A member 2,284,89,C,UR,83.41316330507063,62.128022662212594,122.52796420782035,124.2181644841608,112.0946590271709,99.41611650407505,67.00255672430468,80.17287224178449,66.28508410425793,62.19380815639691,88.5594382022472,Q08379
Q9NVV4,MTPAP,"PAPD1_HUMAN Poly(A) RNA polymerase, mitochondrial",284,68,C,UR,166.73118402558197,159.97816244866834,145.4191199953257,136.89474063713584,105.03160049466294,72.28624605635973,162.11295648701827,114.72526061513955,42.020104238489736,147.98538891238422,64.6289705882353,Q9NVV4
Q86TM6,SYVN1,SYVN1_HUMAN E3 ubiquitin-protein ligase synoviolin,285,19,C,UR,86.60233053190838,73.55120757601848,191.41900107136988,152.74683226762943,192.85114078630895,197.2326864490311,126.99509834193022,94.0111559458458,95.78660351964534,122.96070078216196,99.76052631578948,Q86TM6
P78318,IGBP1,IGBP1_HUMAN Immunoglobulin-binding protein 1,286,10,C,UR,85.07990792690832,178.07866560088874,160.42578617316556,139.10882306351118,102.19021271990226,71.62889878205262,76.47765495109934,94.17263383824783,333.9279874975419,86.11251440140022,356.741,P78318
Q6ZVM7,TOM1L2,TM1L2_HUMAN TOM1-like protein 2,287,31,C,UR,140.45866000401713,91.85291318820138,231.60215538405453,78.56141147983385,180.53200340942772,202.72097554767896,81.29799122711225,61.125935693163264,135.16580231477352,56.71097651564255,151.60451612903225,Q6ZVM7
Q6ICG6-2,KIAA0930,K0930_HUMAN Isoform 2 of Uncharacterized protein KIAA0930,288,4,C,UR,57.906424420747186,62.34468297008595,60.92663360748831,180.55234092772454,109.58876499089355,80.61298982603472,102.47608847221288,69.53525152557214,116.1555180501483,78.75475175209644,81.973,Q6ICG6
Q9UN66,PCDHB8,PCDB8_HUMAN Protocadherin beta-8,289,10,C,UR,50.17090545654101,74.89662121397514,393.8020999114201,57.01307192724175,60.8884866974964,60.72862657988816,36.15267329548162,64.80097194829233,25.95551751453031,30.040420399108267,60.181,Q9UN66
Q9Y5E7,PCDHB2,PCDB2_HUMAN Protocadherin beta-2,289,6,C,UR,40.03974753916068,57.445570135035815,281.6971854573094,77.11761066142445,106.0560526675764,42.942970054320796,50.405075106923896,156.2399794114468,34.592940673206684,53.80621571842391,41.9635,Q9Y5E7
Q9UN70,PCDHGC3,PCDGK_HUMAN Protocadherin gamma-C3,289,12,C,UR,125.92043432645464,39.79379431562236,97.23310121136623,44.208898460776496,170.60033129909516,380.3630746878417,87.68078171382291,114.41484429307482,26.075007488227055,75.77076090707493,88.1725,Q9UN70
O60524,NEMF,NEMF_HUMAN Nuclear export mediator factor NEMF,290,56,C,UR,87.40490716152479,253.1884055260774,118.97663990123084,141.057035904533,55.69716887792524,56.535642851105706,87.5543806500939,80.38036687270859,215.69181223533172,83.5015690426922,110.90017857142857,O60524
Q6PIJ6-2,FBXO38,FBX38_HUMAN Isoform 2 of F-box only protein 38,291,25,C,UR,74.28212483876838,40.27776539275021,139.5221939383334,113.3365654926776,85.13692011773657,116.01880828749059,133.8764051796173,59.79394193177195,71.04749511180651,135.73513690446438,72.3492,Q6PIJ6
O75909-4,CCNK,CCNK_HUMAN Isoform 4 of Cyclin-K,292,29,C,UR,182.79301949438346,106.6818556765498,136.41157630194246,85.30620975926756,162.98800433494338,225.92059200583049,137.5432979807027,120.41343674742987,60.58646037559674,143.22013765096725,116.20758620689655,O75909
Q9C0C2,TNKS1BP1,TB182_HUMAN 182 kDa tankyrase-1-binding protein,293,195,C,UR,95.7954195746197,91.4295097051641,158.5409304336488,205.21278683173043,107.90122715172086,100.84953116250622,104.09241913721733,63.89278972383444,188.14926596730388,71.08926962029395,102.68153846153847,Q9C0C2
O00411,POLRMT,"RPOM_HUMAN DNA-directed RNA polymerase, mitochondrial",294,82,C,UR,245.53848558810142,135.93313329304817,199.21725302694915,57.13419379181102,124.49225187289962,136.56981148651113,111.03507284960378,102.65283988438527,137.31712254497768,198.05985722126096,113.88012195121951,O00411
Q9UHD8,SEPT9,SEPT9_HUMAN Septin-9,295,169,C,UR,85.84488922308556,126.34243849516811,180.60773610007496,170.46010914704658,75.94513165063078,70.33694948635072,75.68420943046269,96.93043928043924,95.61499159437662,78.02301530489844,125.81834319526627,Q9UHD8
Q9NVA2-2,SEPT11,SEP11_HUMAN Isoform 2 of Septin-11,295,35,C,UR,115.71846142011469,178.00767838094146,97.4203122033074,240.7992950935775,81.02832215508614,88.25271803345952,89.31559551689415,134.6685826919112,47.49997798316731,94.05126874953108,161.9142857142857,Q9NVA2
Q92599,SEPT8,SEPT8_HUMAN Septin-8,295,47,C,UR,156.90422796243305,347.8186652379137,336.82883258015664,274.59928576169085,144.80281672833755,135.36472084552048,146.31813321067148,148.25572798041625,123.66601279526728,142.70251856433435,163.67659574468087,Q92599
Q16181-2,SEPT7,SEPT7_HUMAN Isoform 2 of Septin-7,295,67,C,UR,90.60989178235285,168.07731546879734,152.23312494641007,160.2241300511325,64.51463251651768,65.41383450687428,65.85374724245965,96.4963294312007,94.59217832403843,75.80245306988233,124.87850746268657,Q16181
Q9UH03,SEPT3,SEPT3_HUMAN Neuronal-specific septin-3,295,15,C,UR,17.944091806829494,341.65824387799904,72.36321176175363,347.99115615500773,34.214780204928786,55.39086866842368,20.89111217972371,312.2254132269102,21.744447859029208,30.0472471315078,23.472733333333334,Q9UH03
Q9P0V9-2,SEPT10,SEP10_HUMAN Isoform 2 of Septin-10,295,36,C,UR,195.36290279688865,49.47942723992494,182.2392434110463,228.8151237922477,97.98630671494836,123.86831928647604,124.03899184900533,218.44111357707757,60.449258073216946,147.42757619108485,123.93388888888889,Q9P0V9
Q14141,SEPT6,SEPT6_HUMAN Septin-6,295,8,C,UR,30.341763236994247,181.00268729952546,164.94927772847714,150.45438075973348,79.00582965227002,73.87718390823593,82.1796594539609,133.58568987693093,279.7361763053625,86.53540809082232,102.84049999999998,Q14141
Q99719,SEPT5,SEPT5_HUMAN Septin-5,295,18,C,UR,31.727716334842786,267.2799707158737,212.01186663727435,93.11545533892014,56.714407672207514,47.028967084298756,33.31602716924243,293.9130474279139,50.161112894631465,32.578994933471456,136.9372222222222,Q99719
Q2T9J0,TYSND1,TYSD1_HUMAN Peroxisomal leader peptide-processing protease,296,23,C,UR,98.71983587697667,69.27017047365923,86.91228631356736,35.51063242699442,32.76606171337692,59.11890762169934,92.33243717220711,52.300224187401,54.02285693857525,72.04757232123882,46.35739130434783,Q2T9J0
Q00610,CLTC,CLH1_HUMAN Clathrin heavy chain 1,297,637,C,UR,124.98260506283886,162.69141422716808,133.20987652136608,106.50394734012924,104.36329131587507,125.33181511542837,117.45272582752078,106.84781077459529,98.51619553355768,105.41334293574755,112.82291993720564,Q00610
P53675,CLTCL1,CLH2_HUMAN Clathrin heavy chain 2,297,1,C,UR,64.82495344902968,40.06363212967644,28.755698741614033,33.39020602450258,70.34532582722579,52.5737696629972,72.18838732751142,56.71232917229615,56.02565553727366,52.463550404084444,57.9118,P53675
Q9Y6J0,CABIN1,CABIN_HUMAN Calcineurin-binding protein cabin-1,298,35,C,UR,119.49464786376784,144.32078738577417,130.6362670105587,134.72902171525558,106.39359888981167,140.64419767163636,159.53511419794143,237.26503402250592,114.6520832543754,162.71636581773166,95.634,Q9Y6J0
Q12769,NUP160,NU160_HUMAN Nuclear pore complex protein Nup160,299,138,C,UR,144.9779798952273,63.3333099735523,95.84740847967892,78.37371083966238,101.87184765742528,173.98197212247015,171.9799587107394,126.80427096677754,75.61453602577393,183.7046277981732,84.25579710144928,Q12769
P49327,FASN,FAS_HUMAN Fatty acid synthase,300,812,C,UR,51.92378226950388,142.76105064355406,83.41036485659161,230.15823556438104,37.50469004133891,48.618389171555265,47.428932733132875,65.43024415223827,300.14283192273274,50.83484410174978,149.89285714285714,P49327
P28340,POLD1,DPOD1_HUMAN DNA polymerase delta catalytic subunit,300,82,C,UR,84.9658348572082,179.6313367485187,67.86883267696687,98.02167810399735,85.67743698967614,74.25095570081957,89.2706757815836,151.74501120236982,171.73128202468789,102.05105112954574,120.9590243902439,P28340
Q9NS91,RAD18,RAD18_HUMAN E3 ubiquitin-protein ligase RAD18,301,23,C,UR,186.26489065106816,150.77382339375748,79.4547371972956,107.98724457715686,132.6406579267467,71.91669753841762,140.6443113108439,121.22132784249514,145.43925879979278,266.3223628772595,186.3691304347826,Q9NS91
O76021,RSL1D1,RL1D1_HUMAN Ribosomal L1 domain-containing protein 1,302,124,C,UR,287.11627542788875,111.31636565882847,89.59567716254027,60.32929244450437,124.18356147176344,216.1299881782208,224.40974615238278,109.35291969003897,86.08903059100989,208.07093348148604,83.12258064516129,O76021
P35606,COPB2,COPB2_HUMAN Coatomer subunit beta',303,160,C,UR,93.90858838809595,138.75498493462425,152.48331527797106,176.55897988327777,100.20535256120124,89.40698598641197,101.76763147430012,134.19359201754966,197.02895157034246,91.84682972495357,146.195,P35606
Q14676,MDC1,MDC1_HUMAN Mediator of DNA damage checkpoint protein 1,304,162,C,UR,126.31334544641281,101.47699872136778,93.93967678256271,62.347524665878105,69.74902754006978,83.67819366602178,115.7512794840687,129.249149561319,134.21755291941247,146.5916779717528,97.34691358024692,Q14676
Q14966,ZNF638,ZN638_HUMAN Zinc finger protein 638,305,168,C,UR,177.67246844544093,151.3288122134253,181.06581686373104,93.86742926426615,106.18992256856264,158.38965221539885,188.97481345930575,158.52329483436904,90.85718653590537,178.2797702145174,88.28154761904761,Q14966
P53985,SLC16A1,MOT1_HUMAN Monocarboxylate transporter 1,306,29,C,UR,287.931422306317,37.37553489685202,40.86558848775294,26.92020317767862,232.63908866769117,193.88988128116586,436.52163277104967,85.88589881298111,33.582506785453596,241.97929924297418,96.18413793103448,P53985
Q709C8,VPS13C,VP13C_HUMAN Vacuolar protein sorting-associated protein 13C,307,97,C,UR,71.91462189481607,32.39302731824628,160.1011422510754,174.13533872394055,131.5954376491292,110.5253400051334,163.89861545091958,88.06708494766103,229.13605889653758,111.05214157044338,108.37938144329897,Q709C8
Q96RL7,VPS13A,VP13A_HUMAN Vacuolar protein sorting-associated protein 13A,307,80,C,UR,187.75985473489743,78.81528851157469,161.3194130014002,171.26367789010294,128.85554120433588,126.34494560243398,205.8927794485475,59.793780826964365,141.71170846716646,176.75361448390282,101.138375,Q96RL7
Q9BY42,RTFDC1,RTF2_HUMAN Protein RTF2 homolog,308,27,C,UR,127.31348284267004,215.23832305783702,160.3459230959782,169.8229801826643,78.1608570405685,78.77256849662065,87.22816614841511,202.50158292001163,522.569642390139,126.11921801285924,315.77222222222224,Q9BY42
Q9P032,NDUFAF4,NDUF4_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,309,39,C,UR,191.95163537136833,131.84535128114916,311.0505387935488,109.97921934513259,141.59933397553837,264.2722137262321,161.90414371921202,102.93991340414148,102.32508251338321,179.99100364945443,121.91666666666667,Q9P032
Q9NZN8,CNOT2,CNOT2_HUMAN CCR4-NOT transcription complex subunit 2,310,24,C,UR,91.47541858262163,203.27983541335155,97.77657042794749,145.87085371197028,70.52342131347498,69.71316728651627,88.25836574351044,117.76850937095826,132.7911363979426,96.67567039185252,91.15249999999999,Q9NZN8
Q5HYK3,COQ5,"COQ5_HUMAN 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",311,40,C,UR,140.86077071746467,183.03375416228744,176.95155593389038,85.18731693826653,63.193747185881314,76.41988565190066,168.0309743058001,121.67494294419822,74.80237057248702,152.97672106136937,62.353750000000005,Q5HYK3
Q9GZS1-2,POLR1E,RPA49_HUMAN Isoform 2 of DNA-directed RNA polymerase I subunit RPA49,312,49,C,UR,263.90550620636617,123.1018009327538,75.84363836930315,52.98844001197045,170.41847744083708,163.1745445504553,222.47331341212072,114.5786159149345,89.14933755023199,226.20237342819073,121.24122448979591,Q9GZS1
Q5TC82,RC3H1,RC3H1_HUMAN Roquin-1,313,5,C,UR,49.92520508585554,85.73905527838129,40.73335607807239,39.5231423148109,35.66671413991539,35.82934446617571,42.74242024480516,41.01814323664718,48.88430989719913,45.306672749160455,46.4226,Q5TC82
Q9HBD1,RC3H2,RC3H2_HUMAN Roquin-2,313,4,C,UR,49.6215792839672,33.925412765731345,35.98284640344646,71.88277580519984,36.909847665357056,37.41530461868733,44.7008568324605,33.407766932766805,35.61428153330622,50.947568156803754,46.8945,Q9HBD1
P55809,OXCT1,"SCOT1_HUMAN Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",314,169,C,UR,113.03099643160762,436.81394946865385,236.04937960912818,44.58295257226053,177.03305415230474,137.75707840643435,165.1421810722546,219.05423864870357,24.318195430368764,112.13747318583023,51.97923076923077,P55809
P56192,MARS,"SYMC_HUMAN Methionine--tRNA ligase, cytoplasmic",315,161,C,UR,67.9535466140515,143.77097101888725,122.19760310192711,138.53242804376524,46.225152825048525,83.42708374903155,93.73062049883481,67.50391502887281,199.27084677202373,113.98648124842747,101.26894409937887,P56192
Q9Y5A7,NUB1,NUB1_HUMAN NEDD8 ultimate buster 1,316,26,C,UR,108.7020844298682,197.7274351826116,55.91220492627728,129.02367529887758,59.97896730869694,61.23843160481302,66.88240907287701,217.25148538466215,135.0367076278116,79.79744258214919,141.13576923076923,Q9Y5A7
Q15633,TARBP2,TRBP2_HUMAN RISC-loading complex subunit TARBP2,317,11,C,UR,76.3992554663305,92.23457150972546,84.12802822833673,225.80071140943758,62.94295040577079,70.29627243254517,65.18684061326982,75.7530427546562,130.60385984721006,63.053572452196555,100.51727272727273,Q15633
P52272,HNRNPM,HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M,318,489,C,UR,113.9338346723205,100.13659684662619,121.6905717263072,76.70211646067006,95.17424894262564,103.446776805643,110.53555865223862,102.79606880015706,61.22128034996742,120.16550359620082,70.68527607361963,P52272
M0QZM1,HNRNPM,M0QZM1_HUMAN Heterogeneous nuclear ribonucleoprotein M (Fragment),318,5,C,UR,97.29083018043465,91.38338734159792,82.25647793118637,42.987023760054825,105.0283041289101,64.00543069709549,89.9321774158078,71.89248336854561,49.04348818141233,101.55917154863359,89.0688,M0QZM1
Q4KMQ1,TPRN,TPRN_HUMAN Taperin,319,27,C,UR,102.590586997338,83.75410044332595,156.7655578556176,94.26464016389751,53.589217144061635,35.8220832471511,84.38287418114881,71.42989378647158,184.887037212108,84.68754281793046,101.5637037037037,Q4KMQ1
Q8IXK2,GALNT12,GLT12_HUMAN Polypeptide N-acetylgalactosaminyltransferase 12,320,6,C,UR,85.28091721838099,184.0639457216812,38.71187905155965,159.27887207939955,47.155969671001074,59.03171216947117,35.06494012490047,69.2960108863092,66.1712699157537,37.31704565513889,58.130500000000005,Q8IXK2
Q8N4A0,GALNT4,GALT4_HUMAN Polypeptide N-acetylgalactosaminyltransferase 4,320,13,C,UR,221.83769224795532,73.92457591142417,200.85210934943635,76.61916060942256,183.86485549703204,182.94697700484573,215.34041384113897,123.81524096742045,67.18003661232505,186.00650559529237,136.6846153846154,Q8N4A0
Q10471,GALNT2,GALT2_HUMAN Polypeptide N-acetylgalactosaminyltransferase 2,320,133,C,UR,187.52269528031334,115.40713392899144,157.74544082995172,47.749920478227594,262.319707355516,245.40761521796003,278.60669218868867,92.8432066565755,40.08067555140895,242.10203285219563,106.30375939849624,Q10471
Q7Z7M9,GALNT5,GALT5_HUMAN Polypeptide N-acetylgalactosaminyltransferase 5,320,9,C,UR,120.47014737085678,77.34471181869893,176.33181650227397,56.25563318951864,697.1461574366652,609.8712014820422,271.1526292961063,95.947459868114,53.096855393489925,219.25748458074426,236.68666666666664,Q7Z7M9
