Uniprot_Id,Gene_Symbol,Description,Group_ID,Set6 Peptides,Collapsed,Parsimony,ZR-75-30,HCC202,UACC-812,EVSA-T (repeat),SUM52PE,ZR-75-1,184A-1 (repeat),SUM229PE,MDA-MB-330,EFM-19 (repeat),Bridge6,Uniprot_Id_prefix
P07951-2,TPM2,TPM2_HUMAN Isoform 2 of Tropomyosin beta chain,150,3,C,UR,24.301411490757456,28.128909467181764,40.66462600282454,44.59703849617175,16.73808880919593,68.21101490228884,26.599242621278947,371.7495053805924,79.21535039239795,502.2214736846335,1344.0666666666666,P07951
P67936-2,TPM4,TPM4_HUMAN Isoform 2 of Tropomyosin alpha-4 chain,150,18,C,UR,361.9424510918774,488.6984451546233,81.43359122634754,186.58278628266265,44.04074802737392,65.33850405993364,24.814683999448505,152.03043951300612,51.960765781489194,55.65755879552463,304.6488888888889,P67936
P67936,TPM4,TPM4_HUMAN Tropomyosin alpha-4 chain,150,8,C,UR,138.28814052576516,207.92246472940965,160.9775472844654,49.36092312519656,91.92162534920797,126.37002241004359,42.724021610277795,85.15620664009823,138.0965473091606,65.75014443313471,203.16625,P67936
P06753-2,TPM3,TPM3_HUMAN Isoform 2 of Tropomyosin alpha-3 chain,150,43,C,UR,281.37694298216013,152.4487616187639,198.60216570120912,151.27021628701797,105.04937650427912,383.2882733577361,29.587152772796667,134.14196826089758,87.10668605204373,62.481766552663274,144.69720930232558,P06753
P09493-5,TPM1,TPM1_HUMAN Isoform 5 of Tropomyosin alpha-1 chain,150,2,C,UR,136.6955712745627,68.70094678520343,70.66088374211144,28.876161173787867,164.31002547990641,51.750898936137226,10.875574564683035,25.856008063127582,45.46961452197542,13.49900851417813,47.36235,P09493
Q2TAC2,CCDC57,CCD57_HUMAN Coiled-coil domain-containing protein 57,150,3,C,UR,241.13150094511275,218.71463138619725,121.054133270448,140.13345307431018,118.7534827639293,102.49075604809231,75.81486071424926,76.54214819631893,103.76494189473566,33.307615391368024,305.90866666666665,Q2TAC2
P49916,LIG3,DNLI3_HUMAN DNA ligase 3,151,77,C,UR,93.0065120162584,172.85883141096227,81.7810916645452,148.23659071712004,248.0281851023463,120.64255866563059,65.78279592384276,150.42257920777215,124.08825778783002,220.78199594842334,83.53272727272727,P49916
P51452,DUSP3,DUS3_HUMAN Dual specificity protein phosphatase 3,152,13,C,UR,223.25740194750415,193.08803246669723,289.8173729881169,193.05866082062664,185.68374629960738,208.16002428892656,124.15876883708218,76.02960128017774,340.6033007934845,176.16808517162318,228.12307692307692,P51452
Q9Y277,VDAC3,VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3,153,131,C,UR,207.91735093921312,189.673119486332,201.68312393415513,218.97710309557797,605.9716136580743,258.2917423305455,222.51211777576816,319.79268047645735,239.66845921049864,87.14105614000637,141.73587786259543,Q9Y277
P21796,VDAC1,VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1,153,354,C,UR,141.06470562201383,133.61720602120738,128.14495792476205,118.2315115844966,288.3876023955072,79.92603075441237,148.73185205840022,162.6179985053913,142.60776933860106,81.31961736275538,98.53276836158192,P21796
O95785,WIZ,WIZ_HUMAN Protein Wiz,154,20,C,UR,111.55251234088176,124.60442478229163,102.46313233513439,181.40641144308046,135.6571863947667,111.5802655924946,147.8543736291339,224.43968631453495,121.9376654214647,156.80973587587607,152.114,O95785
M0QXA7,WIZ,M0QXA7_HUMAN Protein Wiz,154,6,C,UR,146.26853865537868,144.4594133541736,104.02182194202159,164.21814919073483,140.49552016314203,94.40461023285329,129.360582349228,188.21977923623345,133.52801826263536,173.38553854571043,171.60500000000002,M0QXA7
Q9NQX3-2,GPHN,GEPH_HUMAN Isoform 2 of Gephyrin,155,29,C,UR,210.40931873537988,113.96066704376963,212.99632394982376,193.38920311571698,91.98546832261815,165.39975222651944,72.14962606416832,80.59257092913838,169.49493389239422,204.9524872471826,125.7948275862069,Q9NQX3
Q92979,EMG1,NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1,156,26,C,UR,104.54165945683522,117.90646218283462,102.55153022568365,229.28471591359218,263.8118657709851,216.90792140875953,335.22518800362576,317.99878122195236,138.5975336518053,184.30085406240553,228.2246153846154,Q92979
P53814-5,SMTN,SMTN_HUMAN Isoform B2 of Smoothelin,157,18,C,UR,56.023123272641385,83.48792097527475,88.28423928590877,141.2351222984592,62.501216934582814,164.91343693479502,226.37851474907185,124.33515412381551,65.20097137088793,77.83168134776614,200.03,P53814
P15923,TCF3,TFE2_HUMAN Transcription factor E2-alpha,158,1,C,UR,44.24662347243967,52.49509094801307,37.29212874754563,96.04029225329042,21.88559833875273,41.145903673315075,32.23393427353054,42.72941172766647,23.456147248454187,176.9599729275014,59.2408,P15923
Q86VP6,CAND1,CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1,159,196,C,UR,243.44090483325465,198.69137369731894,264.63421607104993,178.36231563133794,231.35720624622144,352.0907141930179,70.7397552734499,71.0591814016135,275.1109039687329,221.7869260928838,143.58214285714286,Q86VP6
P98194-7,ATP2C1,AT2C1_HUMAN Isoform 7 of Calcium-transporting ATPase type 2C member 1,160,43,C,UR,164.87870859808146,235.97493789291926,152.0192013862542,73.55966249426416,122.13737836146986,94.27744052165728,251.09095892453539,192.01041667989475,102.61169370596005,190.76887402309484,115.62906976744186,P98194
Q12888-2,TP53BP1,TP53B_HUMAN Isoform 2 of Tumor suppressor p53-binding protein 1,161,98,C,UR,138.58314632782816,181.42159165764568,100.99060111326322,79.65235962659787,148.2907131955301,149.5888460383659,182.04856221443077,284.8824356724816,108.51853256111238,217.1870878685827,124.12244897959184,Q12888
Q9H0R6,QRSL1,"GATA_HUMAN Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",162,29,C,UR,157.88079770621295,163.22710857006177,130.61191200645015,318.56981719251013,241.04425708996968,109.45795938288927,100.18757303587576,149.98333442931445,113.55275076069852,179.44339824026588,136.1758620689655,Q9H0R6
Q8NFC6,BOD1L1,BD1L1_HUMAN Biorientation of chromosomes in cell division protein 1-like 1,163,41,C,UR,136.84759190467275,126.52605526068879,126.62119098550015,140.54089572494382,177.7805166247728,159.15976634196272,192.66214986643135,239.43441541253682,83.10420231944703,145.52577241612107,175.65219512195122,Q8NFC6
Q96IK1,BOD1,BOD1_HUMAN Biorientation of chromosomes in cell division protein 1,163,3,C,UR,191.77422822872495,282.8398216467632,255.90041272179784,203.22314389427459,169.8398257109877,244.7241657341498,77.48900479472348,201.7256181104867,263.503387197394,144.81058182017767,261.2623333333333,Q96IK1
Q96QT4,TRPM7,TRPM7_HUMAN Transient receptor potential cation channel subfamily M member 7,164,12,C,UR,104.11946938952084,134.03745496394052,72.16535730642023,75.96948549810953,114.52566928271204,54.343280909093416,167.6270591430951,137.0937272633277,101.39181018719097,58.977017565609756,91.07583333333334,Q96QT4
Q92673,SORL1,SORL_HUMAN Sortilin-related receptor,165,47,C,UR,112.0206880297665,287.286046117149,173.44453262255914,81.10553529856567,401.26693284757727,236.92470847014263,67.21741468263615,76.80921934216192,172.12208847125493,146.01493094606178,77.55212765957447,Q92673
P78362-2,SRPK2,SRPK2_HUMAN Isoform 2 of SRSF protein kinase 2,166,31,C,UR,132.6174274146983,157.91206636734572,112.06344707026688,272.43683147770594,110.09110348886114,125.46742457210289,124.2891513496103,111.93690318655497,142.91976603790786,118.60290160291848,148.95096774193547,P78362
Q96SB4,SRPK1,SRPK1_HUMAN SRSF protein kinase 1,166,30,C,UR,89.63776951866467,68.46708459059802,111.82478156287489,285.2436559596798,115.1886904516246,92.95984289638326,96.2806833532777,230.67800748321713,66.52853019962721,126.92355181106103,159.09,Q96SB4
O95782,AP2A1,AP2A1_HUMAN AP-2 complex subunit alpha-1,167,148,C,UR,158.86841202621022,217.74299538476137,151.94724246591716,119.03699603065509,139.25096025682055,233.59573556917059,164.82977338782823,191.96681834163908,168.59714063404965,243.67714519281503,177.22635135135135,O95782
O94973-2,AP2A2,AP2A2_HUMAN Isoform 2 of AP-2 complex subunit alpha-2,167,76,C,UR,249.83152127346017,182.48914985001508,204.3648535217359,159.73464710716448,94.21893630986214,77.35973300032558,179.98524195666016,124.149854437037,389.1469574474787,85.89517975326538,151.45131578947368,O94973
O94973,AP2A2,AP2A2_HUMAN AP-2 complex subunit alpha-2,167,3,C,UR,288.2284433791413,231.29235796126812,234.00474078925717,171.96886318933693,94.53775833409152,84.50282077197468,202.74647546572015,135.25624498081785,436.939522221436,99.83511263029132,185.54899999999995,O94973
Q15293,RCN1,RCN1_HUMAN Reticulocalbin-1,168,47,C,UR,249.845319050916,155.5105671355225,243.20445755795035,16.687653535985444,110.04674968420706,184.78211248127667,95.81997795156174,431.4195790816624,82.834756482427,29.385844692419905,284.4,Q15293
O15382,BCAT2,"BCAT2_HUMAN Branched-chain-amino-acid aminotransferase, mitochondrial",169,48,C,UR,250.93036093917578,188.99485007149406,73.35378679477361,110.24231389445085,158.10666878591508,145.48296363335538,153.18501815075095,177.5136061337163,222.30383026536057,180.47307342558858,101.68979166666666,O15382
Q9UIW2,PLXNA1,PLXA1_HUMAN Plexin-A1,170,50,C,UR,55.022175024913665,97.46409052415498,60.92990826068533,51.76907762671368,94.74769162581607,84.06763607420808,256.31381369968045,634.2224942095388,62.63539175364535,131.42159400005505,146.1044,Q9UIW2
O75051,PLXNA2,PLXA2_HUMAN Plexin-A2,170,13,C,UR,32.58516135210831,41.416539838284486,57.84454651011242,48.5153499809788,51.1334546207295,70.25585222311769,426.4942812120306,464.127855136766,53.34798092774496,44.03834758682182,115.59076923076924,O75051
P51805,PLXNA3,PLXA3_HUMAN Plexin-A3,170,7,C,UR,113.56222694232123,214.82240804038,101.65904505429626,38.0877162364406,62.992178357557584,145.37522462390342,89.6447138489667,55.342282386312725,122.4388057371688,70.81294730498946,63.795857142857145,P51805
Q9UBV2,SEL1L,SE1L1_HUMAN Protein sel-1 homolog 1,171,46,C,UR,111.77254415459593,184.0947080737241,186.77928564222685,85.92620472368289,120.29175783590797,126.33124863441586,125.19380524055678,116.11011944382533,153.5667920526056,110.42660012516009,96.79108695652175,Q9UBV2
Q8TBX8,PIP4K2C,PI42C_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,172,21,C,UR,164.03930919446387,208.0251497738873,151.6181462498781,124.27753803235098,109.97994076310204,249.39216956553406,131.3390409433555,98.85831644488897,285.777357664122,132.23860757303586,111.2995238095238,Q8TBX8
P67809,YBX1,YBOX1_HUMAN Nuclease-sensitive element-binding protein 1,173,44,C,UR,106.36555074176553,101.1192049964897,182.4727106815023,146.89552036245746,134.8218333561609,127.47122184090507,145.57365468026805,176.64886488674435,88.00549335472998,197.71620820715603,182.5402272727273,P67809
P16989,YBX3,YBOX3_HUMAN Y-box-binding protein 3,173,44,C,UR,96.14796686857335,74.24807781407517,122.83836538765266,230.1155767666987,87.28155863071157,192.74608393677852,234.58275698338105,151.09115677547072,111.91614281004632,149.01782011503016,161.38227272727272,P16989
P16989-2,YBX3,YBOX3_HUMAN Isoform 2 of Y-box-binding protein 3,173,1,C,UR,28.493852019133733,30.78413669978892,34.898425615983605,90.27676221350313,30.13294253885565,75.89119447184666,63.879580714289766,71.38143812578961,60.9849842047127,50.925183141121025,45.4702,P16989
Q9Y2T7,YBX2,YBOX2_HUMAN Y-box-binding protein 2,173,13,C,UR,117.69341336060675,207.29490622199907,78.42110108721835,294.3743481873241,400.8557804983603,449.7963290600735,15.168363449712793,67.83922649421413,169.34259420237373,33.55701921551318,47.61269230769231,Q9Y2T7
O94964-2,SOGA1,SOGA1_HUMAN Isoform 2 of Protein SOGA1,174,17,C,UR,227.53670757195533,100.07786107560523,236.57116008820913,202.07358703642416,138.15240880576908,229.1362635821512,72.66526745163918,81.15526506704533,188.58974700728294,169.96730150259563,150.14176470588234,O94964
Q9Y4B5,SOGA2,SOGA2_HUMAN Protein SOGA2,174,2,C,UR,69.74184319805453,46.973525108483656,62.09474901472389,92.51052813776323,54.87255202154497,78.93620188329105,52.484575093103516,48.91512034185503,74.7309755547819,60.624763185343205,95.74,Q9Y4B5
Q7Z6I8,C5orf24,CE024_HUMAN UPF0461 protein C5orf24,175,5,C,UR,94.53137229366062,139.76282508732717,98.21415103840138,117.92250127158019,195.42148612525463,60.48511418773174,114.90751337650913,158.0046885556569,116.79231914039183,90.06619478531387,125.52360000000002,Q7Z6I8
Q6UWJ1,TMCO3,TMCO3_HUMAN Transmembrane and coiled-coil domain-containing protein 3,176,8,C,UR,369.1553935482796,296.25618687667753,77.13503150598929,43.8100924200095,116.19151874901648,214.56149904524278,120.98665460595106,61.960831630308256,830.4924971009013,90.56874349096636,127.01,Q6UWJ1
Q6PK04,CCDC137,CC137_HUMAN Coiled-coil domain-containing protein 137,177,12,C,UR,65.52052983760434,98.03767947511994,60.665676390013736,136.36971139835103,179.7338714805545,118.04984235240237,227.1043403896722,178.16266061974332,87.15522782227788,107.39222538403422,151.53083333333333,Q6PK04
O60784,TOM1,TOM1_HUMAN Target of Myb protein 1,178,16,C,UR,172.0443426323819,93.31233939581982,95.05836230929471,93.05222732032698,69.34725582713035,160.10000674111896,62.85981765733472,50.204622567543645,120.71585840049023,65.13698247824166,119.289375,O60784
P35251,RFC1,RFC1_HUMAN Replication factor C subunit 1,179,36,C,UR,171.12316179954698,154.58702896211457,97.15192012571269,162.59931238369168,144.54218511701254,105.69685290405033,164.15229337455534,236.69455761611698,96.27490593407369,228.29205575448304,129.2775,P35251
Q1ED39,KNOP1,KNOP1_HUMAN Lysine-rich nucleolar protein 1,180,25,C,UR,87.5890446244413,121.0994570593387,99.37691653722163,204.24828005570222,182.17335392333413,134.636959568968,164.41606274738564,176.51474181840098,93.77567595210968,175.9937718998344,124.23719999999999,Q1ED39
P12270,TPR,TPR_HUMAN Nucleoprotein TPR,181,197,C,UR,114.26857746677436,180.12276325948102,108.29935309715601,163.61362939934128,233.30007467703885,133.73027525477005,168.84712885813573,310.90372094300926,130.0835516236796,192.3552919972948,175.29187817258884,P12270
Q15154,PCM1,PCM1_HUMAN Pericentriolar material 1 protein,181,33,C,UR,148.95956000341312,97.06299961156563,211.34996565246664,253.95252697022943,163.72357674327608,143.50362748685578,208.51150897888184,185.46715319861926,130.30261385867965,110.83821116832219,188.8187878787879,Q15154
Q08357,SLC20A2,S20A2_HUMAN Sodium-dependent phosphate transporter 2,182,10,C,UR,168.10938808973484,46.45096224088504,61.79923267163625,69.542880830903,208.3091005665789,111.55994122332697,505.18940841321853,256.5641413092349,71.45013328228032,27.98990134344588,81.1135,Q08357
P31327-3,CPS1,"CPSM_HUMAN Isoform 3 of Carbamoyl-phosphate synthase [ammonia], mitochondrial",183,15,C,UR,16.446105564299494,17.245863079071682,18.7625207791071,17.15585566366656,29.255668607679574,35.44243403223622,601.1249291616201,180.74631899394282,43.6731641794181,16.701141357628156,309.514,P31327
Q63HN8-4,RNF213,RN213_HUMAN Isoform 2 of E3 ubiquitin-protein ligase RNF213,183,189,C,UR,103.28581111369876,307.40880808656624,174.34175168294138,115.32872637274966,92.07345273193103,522.8610098233055,82.2128160930854,119.48878231448839,119.42449101712778,224.26185223864607,115.49788359788359,Q63HN8
P27708,CAD,PYR1_HUMAN CAD protein,183,113,C,UR,132.05284131210615,177.3391586828479,144.11361934847233,160.39002642135281,101.99190149222136,139.82354303861888,96.72273261547862,121.19490130827009,144.06802575659574,197.25865479714693,218.5061946902655,P27708
Q9UPT9,USP22,UBP22_HUMAN Ubiquitin carboxyl-terminal hydrolase 22,183,5,C,UR,62.98897045248628,117.79432237542893,252.85117105435802,211.68235813257425,111.08772191013786,139.70742065238218,124.24567324289396,168.84191130748,127.41439756010294,222.33024306454521,217.954,Q9UPT9
Q9Y2T2,AP3M1,AP3M1_HUMAN AP-3 complex subunit mu-1,184,28,C,UR,282.64935468806203,185.05811726594342,227.32938591452526,160.13896569457324,109.36124308107918,243.8492500328395,135.40690325460648,94.2542878044429,161.56006790750303,256.81771289937683,177.7357142857143,Q9Y2T2
P53677,AP3M2,AP3M2_HUMAN AP-3 complex subunit mu-2,184,14,C,UR,150.53790653833838,119.18197364904516,185.44628863352037,101.5995598543896,169.38118924562764,174.68534730723223,89.27504741063399,68.39142973714016,212.20253501778512,124.73754119031157,126.155,P53677
Q9NU22,MDN1,MDN1_HUMAN Midasin,185,146,C,UR,87.77980511896435,86.83498523456674,125.50674495815608,386.31365424577046,234.58563914697783,92.16212627920511,125.94467581033153,299.70588920842266,79.32455787802056,190.888787607594,154.2486301369863,Q9NU22
P80723,BASP1,BASP1_HUMAN Brain acid soluble protein 1,186,36,C,UR,5.362448422630504,277.46793349510693,204.90666503765138,5.95500090278609,7.858334322184455,7.1902812067585575,41.92653606533008,140.14845553354897,495.872944000438,6.894689121527605,89.26027777777777,P80723
E9PJD7,CYHR1,E9PJD7_HUMAN Cysteine and histidine-rich protein 1,187,8,C,UR,259.101196897362,251.67764009065334,215.20266910444775,80.3041984288016,179.32914060281527,272.170662881991,123.32968304190344,116.32037068350334,155.65174368433793,226.90043548039654,145.44625,E9PJD7
O75569,PRKRA,PRKRA_HUMAN Interferon-inducible double-stranded RNA-dependent protein kinase activator A,188,25,C,UR,204.89144544582587,161.56803021247154,203.41278103955378,149.97039511954247,151.7255114468917,199.85546299453418,147.68460424201044,204.9655742295235,185.17947699010745,194.5757364793776,215.9704,O75569
Q8N163-2,CCAR2,CCAR2_HUMAN Isoform 2 of Cell cycle and apoptosis regulator protein 2,189,84,C,UR,114.52823191711956,119.2037839777065,178.23601202084927,80.87893678954414,144.07265381984394,173.79693165863594,199.4978596601222,238.3897308775496,140.28896037029892,137.52839445718442,129.35119047619048,Q8N163
P55884-2,EIF3B,EIF3B_HUMAN Isoform 2 of Eukaryotic translation initiation factor 3 subunit B,190,111,C,UR,178.48168202559714,151.93672591406803,262.7833986171783,242.3380640702707,155.44209361756143,234.2199270408346,190.55286119591022,171.80803439272998,161.72058021913242,171.28406393131476,254.12072072072073,P55884
Q13330-3,MTA1,MTA1_HUMAN Isoform 3 of Metastasis-associated protein MTA1,191,52,C,UR,150.21919537417816,154.2048617047667,129.24470001499333,201.65963634284162,138.5528929907167,200.25296275743793,185.74417544024732,280.1386260764697,135.31118866211168,226.88604679823433,146.35403846153847,Q13330
Q9BTC8,MTA3,MTA3_HUMAN Metastasis-associated protein MTA3,191,18,C,UR,96.57274880346965,128.25532251467834,208.30316607828874,175.87567591869316,248.3432177572731,176.50643394632414,94.0462651463546,133.044843082766,119.14345130163166,189.99205974802226,115.1561111111111,Q9BTC8
O94776,MTA2,MTA2_HUMAN Metastasis-associated protein MTA2,191,74,C,UR,156.01433506617073,192.8794251507545,147.60953839980343,232.66019391937544,115.67012491354512,151.11583977772807,228.1726782149704,296.9182765738657,107.06916107590892,223.5283566625375,210.46891891891892,O94776
Q14692,BMS1,BMS1_HUMAN Ribosome biogenesis protein BMS1 homolog,192,48,C,UR,78.68131958092019,118.77706426709162,87.90046118546674,140.54305477538537,189.87277504144774,104.98622378550485,312.9200415376214,241.21256180513464,102.67874967863301,132.32420589667228,175.0225,Q14692
Q12929,EPS8,EPS8_HUMAN Epidermal growth factor receptor kinase substrate 8,193,22,C,UR,128.82341235819783,98.56966582586722,85.47080111292138,95.07852488883778,63.748106225181864,121.79082122739423,297.09307233983185,213.51206281282717,270.7063575393337,146.8530238658012,215.77136363636365,Q12929
P46821,MAP1B,MAP1B_HUMAN Microtubule-associated protein 1B,194,20,C,UR,31.512809382282768,207.16978146231932,33.05705166077532,25.7299026655352,35.18335177540169,101.89909107899084,92.48424618905302,80.9183840893827,60.988448878500286,25.744311762557665,1236.825,P46821
P55263,ADK,ADK_HUMAN Adenosine kinase,195,52,C,UR,151.28486413059403,133.66273237635804,179.11747287399362,101.44868425158019,85.54233262215429,143.52151502113304,63.08883497886191,73.21898393404824,101.42734530296107,578.7883116340072,238.51923076923077,P55263
Q14554,PDIA5,PDIA5_HUMAN Protein disulfide-isomerase A5,196,31,C,UR,99.33431907531705,251.27235961183413,173.80228981505027,123.56896442235981,174.8114536049783,97.01162664819111,284.8979306497469,424.08611563385654,161.69902114330492,203.14001388316922,174.3551612903226,Q14554
Q2NKX8,ERCC6L,ERC6L_HUMAN DNA excision repair protein ERCC-6-like,197,22,C,UR,164.74268343305013,94.7327212909797,188.92746188382264,293.0076377530327,109.18491372862016,163.16394092524976,94.88536623911992,162.4632764381135,167.28862413004902,290.0773909323377,208.4790909090909,Q2NKX8
Q08211,DHX9,DHX9_HUMAN ATP-dependent RNA helicase A,198,271,C,UR,134.0048632224673,138.43300261874205,138.53056070224568,156.2290175715312,158.4978612277331,134.0623774029799,168.7230900365863,193.48530733915763,95.90648718170513,183.39062446987072,136.92287822878228,Q08211
Q92817,EVPL,EVPL_HUMAN Envoplakin,199,88,C,UR,100.98486432683855,167.86692510508877,362.2405148455002,43.85699708986179,112.78415325978352,251.75213361247052,123.07321958957401,118.53661080524763,88.49149722794155,95.49211728931725,99.96181818181817,Q92817
P06454,PTMA,PTMA_HUMAN Prothymosin alpha,200,11,C,UR,110.30586658398533,132.44221795621036,109.94702146617219,288.044427123435,168.34442054086864,150.26957366103588,15.489563325216025,97.68592606399385,170.20534215684265,219.430983909589,141.98090909090908,P06454
Q9UQ90,SPG7,SPG7_HUMAN Paraplegin,201,23,C,UR,131.70590175347294,248.2375636590475,81.44384218509501,177.60486376283927,253.3206861148552,192.06868735783257,243.2520697271585,354.7103804726284,132.89017713497608,110.8303528469492,106.48608695652173,Q9UQ90
Q9Y2A7-2,NCKAP1,NCKP1_HUMAN Isoform 2 of Nck-associated protein 1,202,88,C,UR,225.51684358954947,141.24394055317666,198.3566669575714,174.32073057932735,169.57513443058258,238.6301239383491,202.53578951540985,143.69289754453783,257.30066385480757,213.88428145306872,185.26363636363638,Q9Y2A7
P35475,IDUA,IDUA_HUMAN Alpha-L-iduronidase,203,12,C,UR,73.40193540010723,146.90517066032209,82.74353843692876,45.69055355479679,109.42307522323146,80.60132359830047,101.7517918320981,47.72042996530819,164.1219369917537,198.4891831798612,71.14016666666667,P35475
Q9NW82,WDR70,WDR70_HUMAN WD repeat-containing protein 70,204,19,C,UR,154.10471119204573,297.5117272765733,174.67095500655918,281.1323504341213,237.39288862513425,141.04563636350218,114.11843814077149,170.11000227358824,161.59646153972557,179.93271011025732,197.2378947368421,Q9NW82
P09496-2,CLTA,CLCA_HUMAN Isoform Non-brain of Clathrin light chain A,205,18,C,UR,237.6032233138048,276.40628738148325,238.70565502656027,196.413669368292,136.19676903567463,318.5066055725323,36.877390628417984,166.2955875452004,215.0203726486675,99.46318844052591,219.54166666666666,P09496
Q0IIM8,TBC1D8B,TBC8B_HUMAN TBC1 domain family member 8B,205,8,C,UR,387.4519053869828,266.24284232033096,351.91010661075376,145.4477853380626,153.33330266385792,279.8444150869402,151.81311103042742,117.41989220943498,315.16557962012973,157.25309097177666,163.03875,Q0IIM8
Q9NPJ8-3,NXT2,NXT2_HUMAN Isoform 3 of NTF2-related export protein 2,206,4,C,UR,62.76549999779614,70.33286365412522,123.90025933339554,150.70581239784087,95.78557611398482,64.23047851518504,58.633706652174766,79.81150747285393,95.46806719517424,108.07251411287271,68.43825,Q9NPJ8
Q9UKK6,NXT1,NXT1_HUMAN NTF2-related export protein 1,207,3,C,UR,90.82111683685577,121.411720451562,65.03123514863543,66.97582790250051,168.9130710156698,77.31146833778135,294.9555054433494,216.6212680220166,65.35903295936724,141.19228066648031,236.64066666666668,Q9UKK6
P11586,MTHFD1,"C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic",208,145,C,UR,231.30343221242913,214.9380110421264,263.5409538049329,417.6390680669258,162.5545003782145,220.92786958099106,73.98367358751538,94.00135049129727,253.89874455418388,220.5739863483712,206.80275862068967,P11586
Q6UB35,MTHFD1L,"C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial",208,60,C,UR,46.46560154059442,20.381487384340677,196.1029712337454,584.2771943936988,194.836215426044,94.4937247745882,395.22524215990694,215.33984779353972,117.2893979267399,195.3680977351511,239.33166666666665,Q6UB35
H0Y327,MTHFD1L,"H0Y327_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial (Fragment)",208,2,C,UR,43.448785506024734,68.28793732454184,173.27187801155054,424.0388860859281,157.0733320329886,79.40470464948795,295.2437267631035,190.56342939094782,105.37092009745102,202.1221655515756,226.1365,H0Y327
O60337,MARCH6,MARH6_HUMAN E3 ubiquitin-protein ligase MARCH6,209,2,C,UR,430.8482985503081,438.6954721188843,365.1909617872441,553.8491656068728,438.3419773561082,430.46544873088976,459.8309297063284,708.4216804467549,337.04193752361596,705.7650641516916,428.8025,O60337
P29966,MARCKS,MARCS_HUMAN Myristoylated alanine-rich C-kinase substrate,210,42,C,UR,35.66565789863583,57.435798567498836,29.092607618808323,377.03044958627254,343.86196246673654,40.26905231779829,74.07614300708447,172.6879416387687,160.79143439496343,21.560922694031746,167.43619047619046,P29966
Q05655,PRKCD,KPCD_HUMAN Protein kinase C delta type,211,62,C,UR,327.37018594596356,149.22315352042477,196.7726873330958,46.48088345361225,137.63223116352378,180.25983929728903,69.89559756296853,46.11504442773435,84.58406075198846,253.71061907685666,143.48354838709676,Q05655
Q02156,PRKCE,KPCE_HUMAN Protein kinase C epsilon type,211,7,C,UR,430.835811645946,242.63625029042848,385.82848553826375,165.9673183887149,215.23003620197014,258.5661778608712,140.47294528979336,91.77265442963744,170.7763913315342,294.5163517283691,289.7085714285714,Q02156
P24723,PRKCH,KPCL_HUMAN Protein kinase C eta type,211,2,C,UR,301.77199560601474,165.98956123850812,364.23063743497005,484.4265905048735,122.29369272357305,231.3689706403478,110.08015776004197,203.6663297347106,157.46483804803168,239.5767828273997,179.4345,P24723
Q1KMD3,HNRNPUL2,HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2,212,150,C,UR,173.17520984850552,274.28064182397566,155.75897216215003,136.77769608694095,238.6805972791858,100.79844831791425,483.0209710511549,271.1648994012684,126.77445193110215,211.17039478584593,217.178,Q1KMD3
Q13751,LAMB3,LAMB3_HUMAN Laminin subunit beta-3,213,120,C,UR,16.508502474951662,25.528397163123785,23.42997729061272,20.32816880386129,29.334121430314667,33.948297587070186,491.2776331385745,625.1818405111262,33.92764822796571,20.14289644261679,102.63166666666666,Q13751
Q9UHB6-4,LIMA1,LIMA1_HUMAN Isoform 4 of LIM domain and actin-binding protein 1,214,123,C,UR,194.53554891688844,203.34667591822904,95.53175881598008,95.65756410642783,212.14142082418402,40.63441764149271,398.81360616375827,112.15406382612771,134.58791267680047,69.07420321753385,126.67317073170732,Q9UHB6
O95425,SVIL,SVIL_HUMAN Supervillin,215,56,C,UR,103.94332380088049,351.7804299047132,144.21485854919436,43.231983802475334,52.380917365074154,114.5481074045169,529.3675367145121,181.9028194297384,79.37542171812333,115.80789879967986,173.41160714285712,O95425
Q8WUB8,PHF10,PHF10_HUMAN PHD finger protein 10,216,9,C,UR,82.9275712284454,84.99158134501674,79.30161236540167,170.08760045861675,93.0616465862124,85.25441710187653,87.83931357862538,96.26044355419154,104.10971090399029,138.86663422686297,114.1288888888889,Q8WUB8
Q9P253,VPS18,VPS18_HUMAN Vacuolar protein sorting-associated protein 18 homolog,217,24,C,UR,178.44419454420975,141.37940412627825,172.60848809343014,97.1600609607788,102.481633390595,167.67430850719256,114.05963303678122,62.69375995647792,152.5241962432419,141.25012112782463,115.26916666666666,Q9P253
Q9NW13,RBM28,RBM28_HUMAN RNA-binding protein 28,218,68,C,UR,99.59996518353398,181.940634467236,82.10594678956146,317.310530558721,290.19157454666316,125.39737259371368,288.0062909359377,366.7358991461104,114.5808981846641,162.1795968610469,233.9455882352941,Q9NW13
