Protein Id,Gene Symbol,Description,Group ID,Set3 Peptides,Set3~rq_126_sn_sum,Set3~rq_127n_sn_sum,Set3~rq_127c_sn_sum,Set3~rq_128n_sn_sum,Set3~rq_128c_sn_sum,Set3~rq_129n_sn_sum,Set3~rq_129c_sn_sum,Set3~rq_130n_sn_sum,Set3~rq_130c_sn_sum,Set3~rq_131_sn_sum
sp|P50440|GATM_HUMAN,GATM,"GATM_HUMAN Glycine amidinotransferase, mitochondrial",2324,16,91.8329,678.524,2971.53,112.21,4536.14,3108.57,8003.49,155.238,663.441,365.368
sp|Q9H792|PEAK1_HUMAN,PEAK1,PEAK1_HUMAN Pseudopodium-enriched atypical kinase 1,2326,11,798.322,965.467,917.55,1994.05,201.924,458.19,728.356,768.213,1899.66,1091.61
sp|Q9HC77|CENPJ_HUMAN,CENPJ,CENPJ_HUMAN Centromere protein J,2327,3,279.946,227.723,115.784,230.877,141.118,170.751,123.617,177.493,176.987,128.033
sp|P59998-3|ARPC4_HUMAN,ARPC4,ARPC4_HUMAN Isoform 3 of Actin-related protein 2/3 complex subunit 4,2328,20,2197.07,2406.3,2669.92,950.061,1638.29,2507.71,1800.95,2160.56,1680.13,1896.49
sp|Q8IY92|SLX4_HUMAN,SLX4,SLX4_HUMAN Structure-specific endonuclease subunit SLX4,2329,3,107.86,112.25,163.998,285.558,251.074,162.136,177.842,112.683,120.838,130.151
sp|P08069|IGF1R_HUMAN,IGF1R,IGF1R_HUMAN Insulin-like growth factor 1 receptor,2330,15,660.014,1485.04,361.275,302.78,1676.13,3680.0,493.152,1088.45,638.428,1915.06
sp|P06213|INSR_HUMAN,INSR,INSR_HUMAN Insulin receptor,2330,12,845.216,558.113,136.407,358.246,3117.47,1262.57,1305.01,922.397,1085.39,947.046
sp|Q9UHD2|TBK1_HUMAN,TBK1,TBK1_HUMAN Serine/threonine-protein kinase TBK1,2331,30,5927.32,3599.74,3503.06,2826.97,3090.47,3474.14,1836.74,2836.21,5274.78,2749.2
sp|Q14164|IKKE_HUMAN,IKBKE,IKKE_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit epsilon,2331,1,26.5028,40.467,92.3471,52.3287,23.2702,37.1803,34.0471,54.9946,198.711,48.7511
sp|Q86UA1|PRP39_HUMAN,PRPF39,PRP39_HUMAN Pre-mRNA-processing factor 39,2332,12,691.984,871.319,720.064,809.267,580.196,720.571,808.975,732.261,889.089,534.914
sp|Q9Y6M5|ZNT1_HUMAN,SLC30A1,ZNT1_HUMAN Zinc transporter 1,2333,18,2074.16,1586.14,1315.71,3586.57,784.431,2864.71,1981.08,801.38,1924.92,2605.93
sp|Q92544|TM9S4_HUMAN,TM9SF4,TM9S4_HUMAN Transmembrane 9 superfamily member 4,2334,34,3353.79,2762.12,2210.7,2086.62,3534.86,3597.07,3068.11,1853.35,2175.83,2398.38
sp|Q7KZI7|MARK2_HUMAN,MARK2,MARK2_HUMAN Serine/threonine-protein kinase MARK2,2335,25,1548.49,1896.6,3060.54,2006.23,4556.7,2268.43,2406.26,2716.27,2207.72,1743.25
sp|P27448|MARK3_HUMAN,MARK3,MARK3_HUMAN MAP/microtubule affinity-regulating kinase 3,2335,16,1717.58,1696.11,1688.24,1803.57,968.227,1287.87,1910.94,1900.83,842.146,1496.47
tr|E9PC69|E9PC69_HUMAN,MARK2,E9PC69_HUMAN Serine/threonine-protein kinase MARK2,2335,3,233.623,286.881,469.849,363.226,728.461,371.947,350.499,474.172,288.646,274.251
sp|Q9P0L2|MARK1_HUMAN,MARK1,MARK1_HUMAN Serine/threonine-protein kinase MARK1,2335,11,1754.41,1227.62,1974.89,1325.78,2542.03,1426.55,1608.8,1664.22,1141.99,1501.64
sp|Q96L34|MARK4_HUMAN,MARK4,MARK4_HUMAN MAP/microtubule affinity-regulating kinase 4,2335,1,34.1738,45.4978,47.7468,34.3117,46.3023,72.4428,32.05,56.9333,37.4718,41.6139
sp|Q9Y2K2|SIK3_HUMAN,SIK3,SIK3_HUMAN Serine/threonine-protein kinase SIK3,2336,5,722.009,822.433,409.691,601.538,439.152,387.04,490.199,365.955,491.099,598.649
sp|Q9H0K1|SIK2_HUMAN,SIK2,SIK2_HUMAN Serine/threonine-protein kinase SIK2,2336,1,51.5123,41.5217,67.5681,32.3956,39.9297,29.8093,48.1321,34.1361,50.254,38.5393
sp|O94992|HEXI1_HUMAN,HEXIM1,HEXI1_HUMAN Protein HEXIM1,2337,10,617.299,1144.88,599.912,433.029,1011.12,959.773,938.244,820.965,861.741,788.254
sp|Q96MH2|HEXI2_HUMAN,HEXIM2,HEXI2_HUMAN Protein HEXIM2,2337,2,57.9359,81.0371,77.9635,164.979,117.272,137.998,154.513,100.545,137.704,79.9076
sp|Q643R3|LPCT4_HUMAN,LPCAT4,LPCT4_HUMAN Lysophospholipid acyltransferase LPCAT4,2338,9,1223.17,954.333,2244.81,1412.27,408.037,466.63,1181.3,968.659,1406.8,1494.52
sp|Q5K651|SAMD9_HUMAN,SAMD9,SAMD9_HUMAN Sterile alpha motif domain-containing protein 9,2339,32,2962.2,1421.59,10195.4,2498.49,294.13,1515.21,1542.76,7533.42,1179.33,1971.9
sp|Q8IVG5|SAM9L_HUMAN,SAMD9L,SAM9L_HUMAN Sterile alpha motif domain-containing protein 9-like,2339,3,233.805,79.5346,449.737,188.952,29.2484,63.248,178.841,170.675,87.1657,172.075
sp|Q9BRB3-2|PIGQ_HUMAN,PIGQ,PIGQ_HUMAN Isoform 2 of Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q,2341,4,179.254,316.531,242.766,254.202,464.432,423.946,167.965,363.024,104.901,277.645
sp|P07476|INVO_HUMAN_contaminant,IVL,INVO_HUMAN_contaminant Involucrin,2343,25,360.841,1209.6,10002.0,159.861,200.918,206.923,1142.78,2303.38,278.582,2202.96
sp|Q8TF68|ZN384_HUMAN,ZNF384,ZN384_HUMAN Zinc finger protein 384,2344,9,524.262,425.396,385.636,726.273,387.487,446.977,718.896,480.462,706.488,550.746
sp|Q8IXT5|RB12B_HUMAN,RBM12B,RB12B_HUMAN RNA-binding protein 12B,2345,31,3420.23,2329.42,1800.74,2188.6,2730.75,2999.52,3780.26,3473.57,4571.53,2486.95
sp|P51572-2|BAP31_HUMAN,BCAP31,BAP31_HUMAN Isoform 2 of B-cell receptor-associated protein 31,2346,65,8397.22,6466.43,5486.42,5735.04,10210.8,10431.2,3645.23,7327.66,4519.17,7397.78
sp|Q96T17-2|MA7D2_HUMAN,MAP7D2,MA7D2_HUMAN Isoform 2 of MAP7 domain-containing protein 2,2347,1,316.222,91.3744,253.344,42.7441,27.1122,57.9875,49.5457,51.736,64.6629,62.2744
sp|Q9NXR1|NDE1_HUMAN,NDE1,NDE1_HUMAN Nuclear distribution protein nudE homolog 1,2348,9,646.73,759.214,1045.63,1195.73,817.237,699.846,499.046,661.829,834.045,614.714
sp|Q9GZM8-2|NDEL1_HUMAN,NDEL1,NDEL1_HUMAN Isoform 2 of Nuclear distribution protein nudE-like 1,2348,3,297.355,217.428,228.794,277.184,252.004,151.111,169.497,190.063,272.505,219.634
sp|P30519|HMOX2_HUMAN,HMOX2,HMOX2_HUMAN Heme oxygenase 2,2349,31,3919.95,3639.76,2318.4,4697.87,3246.84,3116.38,3294.03,3416.83,2548.38,4021.72
sp|Q9NYD6|HXC10_HUMAN,HOXC10,HXC10_HUMAN Homeobox protein Hox-C10,2350,4,218.78,188.35,232.483,149.374,387.039,421.419,133.815,238.421,79.6916,71.2079
sp|Q5JVS0|HABP4_HUMAN,HABP4,HABP4_HUMAN Intracellular hyaluronan-binding protein 4,2351,6,1222.02,292.408,256.77,485.126,388.025,164.921,701.617,252.336,221.039,415.312
sp|Q13164|MK07_HUMAN,MAPK7,MK07_HUMAN Mitogen-activated protein kinase 7,2352,6,1503.68,265.896,431.986,536.333,432.474,322.923,388.278,281.628,365.009,401.824
sp|O60281|ZN292_HUMAN,ZNF292,ZN292_HUMAN Zinc finger protein 292,2353,17,1453.17,574.095,679.397,539.215,762.502,454.867,913.069,1133.05,1362.61,1033.2
sp|P14649|MYL6B_HUMAN,MYL6B,MYL6B_HUMAN Myosin light chain 6B,2354,11,1105.05,762.758,1174.05,1410.59,591.426,436.199,710.09,626.534,1194.12,691.472
sp|P60660-2|MYL6_HUMAN,MYL6,MYL6_HUMAN Isoform Smooth muscle of Myosin light polypeptide 6,2354,23,2319.56,2440.19,4142.58,3418.52,2183.81,1353.47,2229.34,2685.79,2111.86,3304.65
sp|P61088|UBE2N_HUMAN,UBE2N,UBE2N_HUMAN Ubiquitin-conjugating enzyme E2 N,2355,21,2946.07,3518.08,2338.76,2102.13,3954.06,4535.53,2198.52,2303.17,5677.28,2350.89
sp|P41252|SYIC_HUMAN,IARS,"SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic",2356,87,9232.92,10014.4,11710.0,10343.8,8611.38,7254.18,10548.4,8429.95,13146.5,7086.11
sp|Q8N5Y2|MS3L1_HUMAN,MSL3,MS3L1_HUMAN Male-specific lethal 3 homolog,2357,5,566.753,479.083,474.937,527.989,370.662,470.08,510.648,474.327,785.415,504.436
sp|P0C860|MS3L2_HUMAN,MSL3P1,MS3L2_HUMAN Putative male-specific lethal-3 protein-like 2,2357,1,14.2348,70.7709,22.9958,37.9505,11.7013,33.4625,29.5685,15.8958,19.0929,40.0781
sp|P61158|ARP3_HUMAN,ACTR3,ARP3_HUMAN Actin-related protein 3,2358,48,3350.42,4352.56,5342.34,318.557,2886.52,4123.81,3169.3,4190.89,3291.58,3256.68
sp|Q9P1U1|ARP3B_HUMAN,ACTR3B,ARP3B_HUMAN Actin-related protein 3B,2358,28,1399.86,1994.15,1961.55,5877.66,1135.75,2205.78,1541.14,1554.5,1484.33,1190.78
sp|Q9H3C7|GGNB2_HUMAN,GGNBP2,GGNB2_HUMAN Gametogenetin-binding protein 2,2359,5,249.812,388.661,301.583,219.634,182.095,214.557,330.805,282.453,282.3,232.335
sp|P19419|ELK1_HUMAN,ELK1,ELK1_HUMAN ETS domain-containing protein Elk-1,2360,1,42.182,20.3925,21.601,42.1101,33.4571,28.9964,18.7312,28.8814,34.5016,31.321
sp|Q92604|LGAT1_HUMAN,LPGAT1,LGAT1_HUMAN Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,2361,8,224.756,825.507,762.911,420.841,630.22,845.656,702.256,942.958,371.815,751.774
sp|Q7Z7G8|VP13B_HUMAN,VPS13B,VP13B_HUMAN Vacuolar protein sorting-associated protein 13B,2362,27,2640.53,3017.03,2307.1,2037.13,5276.99,1906.73,2404.15,2829.67,2646.11,2360.87
sp|Q9Y6N5|SQRD_HUMAN,SQRDL,"SQRD_HUMAN Sulfide:quinone oxidoreductase, mitochondrial",2363,52,2891.66,3220.49,7519.05,1821.88,10421.1,4212.35,9846.36,10334.4,813.676,6032.6
sp|Q96CM3|RUSD4_HUMAN,RPUSD4,RUSD4_HUMAN RNA pseudouridylate synthase domain-containing protein 4,2364,6,562.367,651.169,330.397,704.424,400.037,711.806,557.42,596.44,748.744,652.133
sp|O95777|NAA38_HUMAN,NAA38,"NAA38_HUMAN N-alpha-acetyltransferase 38, NatC auxiliary subunit",2365,5,257.659,220.446,381.841,356.07,244.678,272.513,368.321,354.985,555.467,345.396
sp|Q9UHD1|CHRD1_HUMAN,CHORDC1,CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1,2366,26,3015.38,6474.6,1719.52,2496.9,1242.73,1451.09,3788.34,3544.85,3893.08,2560.61
sp|O15360|FANCA_HUMAN,FANCA,FANCA_HUMAN Fanconi anemia group A protein,2367,7,512.629,566.952,549.319,610.816,200.628,445.249,273.201,447.216,340.406,588.298
sp|Q8IZD2|KMT2E_HUMAN,KMT2E,KMT2E_HUMAN Histone-lysine N-methyltransferase 2E,2368,2,100.246,114.004,69.023,261.592,181.16,128.85,98.146,132.952,142.641,194.278
sp|Q9C0A6|SETD5_HUMAN,SETD5,SETD5_HUMAN SET domain-containing protein 5,2368,3,193.65,292.885,106.957,211.832,683.643,193.85,243.88,1089.99,309.752,226.259
sp|Q6ZU65|UBN2_HUMAN,UBN2,UBN2_HUMAN Ubinuclein-2,2369,3,160.251,205.145,162.256,239.793,301.835,521.174,201.694,248.398,365.116,274.033
sp|Q9H6A9|PCX3_HUMAN,PCNXL3,PCX3_HUMAN Pecanex-like protein 3,2370,9,547.007,628.033,572.131,526.171,566.77,737.813,503.495,806.521,501.756,609.078
sp|Q96RV3|PCX1_HUMAN,PCNX,PCX1_HUMAN Pecanex-like protein 1,2370,2,111.097,134.962,52.751,99.6829,79.1079,123.048,84.9809,113.293,62.0092,183.462
sp|Q8IWE5|PKHM2_HUMAN,PLEKHM2,PKHM2_HUMAN Pleckstrin homology domain-containing family M member 2,2371,14,1800.89,2296.32,1513.39,1686.73,1704.16,1250.24,1423.41,1213.22,1344.56,1379.44
sp|Q12906-7|ILF3_HUMAN,ILF3,ILF3_HUMAN Isoform 7 of Interleukin enhancer-binding factor 3,2372,99,9675.72,10087.3,8927.81,9196.1,9142.91,10340.0,11983.8,12343.6,13125.6,11344.1
sp|Q96SI9|STRBP_HUMAN,STRBP,STRBP_HUMAN Spermatid perinuclear RNA-binding protein,2372,29,1735.36,2446.12,2901.24,1777.58,6597.82,9501.07,3576.97,3545.61,2970.48,3079.99
sp|P63244|GBLP_HUMAN,GNB2L1,GBLP_HUMAN Guanine nucleotide-binding protein subunit beta-2-like 1,2373,91,7993.1,8347.1,6868.45,8736.63,7634.02,6539.61,6768.05,9813.69,10544.5,7559.55
sp|Q9NU53|GINM1_HUMAN,GINM1,GINM1_HUMAN Glycoprotein integral membrane protein 1,2374,7,2425.45,604.398,416.21,431.138,878.706,985.533,466.448,987.869,409.856,932.646
sp|Q6IA17|SIGIR_HUMAN,SIGIRR,SIGIR_HUMAN Single Ig IL-1-related receptor,2375,7,167.321,541.048,495.748,97.9897,1972.94,3016.01,666.754,778.632,239.688,644.983
sp|Q9H8H0|NOL11_HUMAN,NOL11,NOL11_HUMAN Nucleolar protein 11,2376,35,3191.56,3792.79,1823.38,5059.99,3258.54,2005.17,4326.71,4737.21,4255.57,5931.89
sp|Q9UKJ3|GPTC8_HUMAN,GPATCH8,GPTC8_HUMAN G patch domain-containing protein 8,2377,28,1973.68,2927.29,1728.91,2292.91,1693.14,2453.28,2856.06,2825.08,2813.62,3464.06
sp|Q70E73|RAPH1_HUMAN,RAPH1,RAPH1_HUMAN Ras-associated and pleckstrin homology domains-containing protein 1,2378,26,4207.31,1607.31,2555.98,2872.5,1487.87,1818.07,3109.41,1957.94,1967.65,2887.79
sp|Q9ULZ3|ASC_HUMAN,PYCARD,ASC_HUMAN Apoptosis-associated speck-like protein containing a CARD,2379,7,99.4191,2775.58,1426.07,45.5068,707.491,133.181,1306.54,74.8176,212.736,989.149
sp|Q86YM7|HOME1_HUMAN,HOMER1,HOME1_HUMAN Homer protein homolog 1,2380,7,600.263,596.86,377.042,334.291,1042.07,545.58,940.674,609.226,491.138,651.053
sp|Q9NSB8|HOME2_HUMAN,HOMER2,HOME2_HUMAN Homer protein homolog 2,2380,2,77.9741,231.146,282.216,79.2595,169.112,336.924,110.795,172.898,147.512,193.21
sp|P09874|PARP1_HUMAN,PARP1,PARP1_HUMAN Poly [ADP-ribose] polymerase 1,2381,130,11757.8,22726.1,13956.6,18184.6,7364.26,11218.6,13352.5,12187.3,21654.8,10743.1
sp|Q8NC56|LEMD2_HUMAN,LEMD2,LEMD2_HUMAN LEM domain-containing protein 2,2382,18,1241.28,658.509,1447.27,915.195,1927.46,1036.36,1798.82,1495.23,1297.82,1256.63
tr|E9PM46|E9PM46_HUMAN,USP47,E9PM46_HUMAN Ubiquitin carboxyl-terminal hydrolase,2383,40,3916.56,4856.09,2188.78,4531.61,5539.46,3001.98,2658.94,3705.61,5719.16,4818.05
sp|P10588|NR2F6_HUMAN,NR2F6,NR2F6_HUMAN Nuclear receptor subfamily 2 group F member 6,2384,12,277.126,361.13,1429.17,186.642,1448.78,1464.91,523.523,1075.18,1283.24,705.963
sp|P10589|COT1_HUMAN,NR2F1,COT1_HUMAN COUP transcription factor 1,2384,12,1253.71,167.756,620.531,512.901,1593.31,1623.76,530.448,770.443,786.645,1330.23
sp|Q8TCG2|P4K2B_HUMAN,PI4K2B,P4K2B_HUMAN Phosphatidylinositol 4-kinase type 2-beta,2385,8,784.906,415.798,796.681,552.568,2226.72,574.114,897.038,516.554,658.427,696.402
sp|Q9Y608|LRRF2_HUMAN,LRRFIP2,LRRF2_HUMAN Leucine-rich repeat flightless-interacting protein 2,2386,21,1141.83,1188.53,1065.49,1377.59,1309.73,787.064,892.487,1552.69,919.194,1021.9
sp|Q32MZ4|LRRF1_HUMAN,LRRFIP1,LRRF1_HUMAN Leucine-rich repeat flightless-interacting protein 1,2386,51,3146.98,4253.0,6935.63,5016.57,9379.98,6343.39,1742.2,3775.33,2706.72,4385.11
sp|Q32MZ4-4|LRRF1_HUMAN,LRRFIP1,LRRF1_HUMAN Isoform 4 of Leucine-rich repeat flightless-interacting protein 1,2386,2,150.668,275.848,138.455,222.6,120.639,255.861,99.0781,164.144,117.637,194.176
sp|Q86U44|MTA70_HUMAN,METTL3,MTA70_HUMAN N6-adenosine-methyltransferase 70 kDa subunit,2387,17,2191.59,1216.6,1441.36,2473.79,1709.23,1187.19,2143.54,1698.18,1895.53,1489.25
sp|Q9H788|SH24A_HUMAN,SH2D4A,SH24A_HUMAN SH2 domain-containing protein 4A,2388,9,698.552,621.509,458.356,406.626,1667.25,192.826,1014.58,1192.88,134.206,1943.61
sp|Q96DV4|RM38_HUMAN,MRPL38,"RM38_HUMAN 39S ribosomal protein L38, mitochondrial",2389,20,1527.7,2081.84,1179.69,2095.72,1927.42,3416.4,1572.48,1889.01,1757.05,2959.72
sp|P78356|PI42B_HUMAN,PIP4K2B,PI42B_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,2390,12,2692.02,1836.19,1954.84,1303.46,1025.27,3975.44,1378.17,1339.93,1661.73,1550.43
sp|P48426|PI42A_HUMAN,PIP4K2A,PI42A_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,2390,6,1314.21,459.491,932.469,533.272,272.819,1089.24,672.78,390.122,348.807,789.418
sp|Q02218|ODO1_HUMAN,OGDH,"ODO1_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial",2391,75,12161.2,5310.68,9761.41,10929.1,11057.3,12327.0,11382.9,7839.15,6996.7,10987.7
sp|Q9ULD0|OGDHL_HUMAN,OGDHL,"OGDHL_HUMAN 2-oxoglutarate dehydrogenase-like, mitochondrial",2391,3,531.994,59.856,44.1317,352.941,57.4949,47.3771,330.701,56.484,71.1548,443.968
sp|Q8IYA6|CKP2L_HUMAN,CKAP2L,CKP2L_HUMAN Cytoskeleton-associated protein 2-like,2392,12,1480.59,1164.36,1051.88,844.042,767.881,560.667,682.96,1222.36,644.426,1329.75
sp|Q9UJZ1|STML2_HUMAN,STOML2,"STML2_HUMAN Stomatin-like protein 2, mitochondrial",2393,38,4378.59,1365.9,3704.02,1487.5,1346.66,3552.93,2515.65,2039.02,1876.8,1609.58
sp|Q13535|ATR_HUMAN,ATR,ATR_HUMAN Serine/threonine-protein kinase ATR,2394,36,3695.32,5081.99,4462.21,4132.27,3240.41,4183.9,3268.1,3421.42,4533.79,3924.27
sp|O95049-4|ZO3_HUMAN,TJP3,ZO3_HUMAN Isoform 4 of Tight junction protein ZO-3,2395,19,273.382,716.648,1557.35,321.407,3646.43,1652.48,1547.69,1820.28,543.485,781.439
sp|Q9H1E5|TMX4_HUMAN,TMX4,TMX4_HUMAN Thioredoxin-related transmembrane protein 4,2396,7,487.631,1180.71,1048.08,646.448,151.969,612.274,566.486,647.767,439.6,632.057
sp|P37088-2|SCNNA_HUMAN,SCNN1A,SCNNA_HUMAN Isoform 2 of Amiloride-sensitive sodium channel subunit alpha,2397,3,34.4114,162.246,168.585,41.1765,843.099,65.494,271.156,848.704,53.3375,327.233
sp|P57071|PRD15_HUMAN,PRDM15,PRD15_HUMAN PR domain zinc finger protein 15,2398,8,593.732,512.36,454.1,736.863,545.26,738.611,616.673,799.987,1155.51,997.192
sp|Q02086|SP2_HUMAN,SP2,SP2_HUMAN Transcription factor Sp2,2399,2,50.0321,90.4959,94.2069,105.699,272.994,118.594,88.3278,139.836,108.245,131.648
sp|Q9NW68|BSDC1_HUMAN,BSDC1,BSDC1_HUMAN BSD domain-containing protein 1,2400,18,1553.14,1718.43,1200.41,773.121,2457.05,2325.54,1223.01,997.486,1958.99,1037.81
sp|Q68CR1|SE1L3_HUMAN,SEL1L3,SE1L3_HUMAN Protein sel-1 homolog 3,2401,1,7.35905,51.5623,66.3688,86.3095,0.573408,4.11402,76.436,47.4677,24.5682,52.9476
sp|Q96SZ6|CK5P1_HUMAN,CDK5RAP1,CK5P1_HUMAN CDK5 regulatory subunit-associated protein 1,2402,14,1538.15,2116.23,713.865,1379.68,1246.2,1214.12,2067.01,991.119,1324.57,1986.51
sp|Q96DB5|RMD1_HUMAN,RMDN1,RMD1_HUMAN Regulator of microtubule dynamics protein 1,2403,17,815.13,2234.41,1282.24,561.471,3385.01,1695.71,2263.3,1655.27,1662.43,2977.52
sp|Q6ZXV5|TMTC3_HUMAN,TMTC3,TMTC3_HUMAN Transmembrane and TPR repeat-containing protein 3,2403,24,1224.97,2379.67,1539.81,454.977,4022.49,3013.69,1654.56,1248.53,2206.88,3006.53
sp|P30530|UFO_HUMAN,AXL,UFO_HUMAN Tyrosine-protein kinase receptor UFO,2403,10,1421.07,551.165,140.325,944.7,149.078,132.144,810.777,180.133,173.628,2069.57
sp|Q12866|MERTK_HUMAN,MERTK,MERTK_HUMAN Tyrosine-protein kinase Mer,2403,3,243.656,627.602,391.962,179.949,920.815,458.029,599.391,429.172,461.144,833.302
sp|Q9P2F8|SI1L2_HUMAN,SIPA1L2,SI1L2_HUMAN Signal-induced proliferation-associated 1-like protein 2,2404,5,169.143,240.31,187.206,350.787,186.608,313.821,145.029,178.486,294.921,278.001
sp|O60292|SI1L3_HUMAN,SIPA1L3,SI1L3_HUMAN Signal-induced proliferation-associated 1-like protein 3,2404,44,1988.6,1393.54,2390.21,1638.93,16608.0,3783.6,2838.07,3718.26,1211.33,2823.72
sp|O43166-2|SI1L1_HUMAN,SIPA1L1,SI1L1_HUMAN Isoform 2 of Signal-induced proliferation-associated 1-like protein 1,2404,34,2834.44,3389.96,2267.72,4548.56,2523.48,3333.1,3737.55,4306.13,2964.99,4444.41
sp|Q9Y5X1|SNX9_HUMAN,SNX9,SNX9_HUMAN Sorting nexin-9,2405,17,4014.82,1132.13,784.763,2479.18,1601.87,1022.09,723.31,1357.72,830.929,1184.68
sp|Q6PII3|CC174_HUMAN,CCDC174,CC174_HUMAN Coiled-coil domain-containing protein 174,2406,6,638.352,1020.57,1649.16,1362.61,793.531,969.447,1223.46,763.608,1177.57,857.989
sp|Q9BQK8-2|LPIN3_HUMAN,LPIN3,LPIN3_HUMAN Isoform 2 of Phosphatidate phosphatase LPIN3,2407,5,531.076,954.828,591.404,702.418,387.029,687.594,490.103,386.496,513.215,639.335
sp|Q14693-2|LPIN1_HUMAN,LPIN1,LPIN1_HUMAN Isoform 2 of Phosphatidate phosphatase LPIN1,2407,8,752.833,600.485,842.652,1364.76,353.93,336.539,599.647,728.421,1079.49,1065.36
sp|Q92539|LPIN2_HUMAN,LPIN2,LPIN2_HUMAN Phosphatidate phosphatase LPIN2,2407,4,188.504,195.791,127.585,136.388,407.072,282.213,145.216,143.033,57.1921,206.527
sp|O95674|CDS2_HUMAN,CDS2,CDS2_HUMAN Phosphatidate cytidylyltransferase 2,2408,6,350.544,792.538,330.205,282.365,577.228,475.618,780.869,657.182,246.07,486.424
sp|Q92903|CDS1_HUMAN,CDS1,CDS1_HUMAN Phosphatidate cytidylyltransferase 1,2408,3,43.9359,180.928,119.421,42.5286,300.121,210.265,252.048,194.197,346.513,323.269
sp|Q9NQC3|RTN4_HUMAN,RTN4,RTN4_HUMAN Reticulon-4,2409,38,2018.81,4401.76,2155.43,4487.04,2133.1,1453.24,3372.81,3759.62,2119.98,3739.85
sp|Q9NQC3-2|RTN4_HUMAN,RTN4,RTN4_HUMAN Isoform 2 of Reticulon-4,2409,4,151.239,349.853,158.177,290.55,169.866,115.753,245.177,261.739,174.197,286.336
sp|Q92581-2|SL9A6_HUMAN,SLC9A6,SL9A6_HUMAN Isoform 2 of Sodium/hydrogen exchanger 6,2410,6,606.023,336.068,287.46,437.735,206.938,130.544,496.539,467.523,172.195,339.564
sp|Q92581-3|SL9A6_HUMAN,SLC9A6,SL9A6_HUMAN Isoform 3 of Sodium/hydrogen exchanger 6,2410,1,87.4996,55.8842,39.6439,64.3853,32.3026,6.72778,71.1903,68.3694,14.3101,43.47
sp|Q96T83|SL9A7_HUMAN,SLC9A7,SL9A7_HUMAN Sodium/hydrogen exchanger 7,2410,9,332.128,804.081,333.932,312.946,676.331,285.177,762.168,1020.33,464.185,655.381
sp|Q9Y343|SNX24_HUMAN,SNX24,SNX24_HUMAN Sorting nexin-24,2411,4,439.785,427.612,371.218,380.092,321.169,1104.82,542.058,399.937,82.6556,510.04
sp|Q92551|IP6K1_HUMAN,IP6K1,IP6K1_HUMAN Inositol hexakisphosphate kinase 1,2412,8,1080.72,548.212,561.546,697.207,830.003,448.75,914.201,718.078,489.404,692.284
sp|Q14684|RRP1B_HUMAN,RRP1B,RRP1B_HUMAN Ribosomal RNA processing protein 1 homolog B,2413,23,2900.56,1568.65,1042.77,1886.2,1493.0,1682.97,2162.26,2733.6,2261.55,2867.3
sp|Q5MIZ7|P4R3B_HUMAN,SMEK2,P4R3B_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3B,2414,15,998.028,1776.24,958.899,2356.55,1055.28,843.195,1247.77,1578.21,1400.43,1169.85
sp|Q6IN85|P4R3A_HUMAN,SMEK1,P4R3A_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3A,2414,22,2815.29,2686.69,2487.31,4633.38,1818.82,2684.18,3002.91,3267.22,1859.97,2620.83
sp|Q8WVK7|SKA2_HUMAN,SKA2,SKA2_HUMAN Spindle and kinetochore-associated protein 2,2415,4,525.819,434.345,322.718,576.717,150.202,114.835,116.726,451.269,430.555,362.717
sp|A7KAX9|RHG32_HUMAN,ARHGAP32,RHG32_HUMAN Rho GTPase-activating protein 32,2416,15,521.885,532.669,1217.25,678.6,1112.3,667.864,786.34,584.433,1232.51,1029.36
sp|P34932|HSP74_HUMAN,HSPA4,HSP74_HUMAN Heat shock 70 kDa protein 4,2417,137,17232.9,14252.2,7475.6,13323.5,9751.67,15063.7,19353.7,8737.81,16875.5,8725.14
sp|O95757|HS74L_HUMAN,HSPA4L,HS74L_HUMAN Heat shock 70 kDa protein 4L,2417,53,5857.75,10172.4,928.739,3253.34,5240.34,3894.25,5861.36,3239.58,10120.4,5091.24
sp|Q92598|HS105_HUMAN,HSPH1,HS105_HUMAN Heat shock protein 105 kDa,2417,121,24345.0,15538.3,7160.48,17726.8,8137.39,8996.87,15229.6,9932.46,17436.2,10663.9
sp|Q92598-2|HS105_HUMAN,HSPH1,HS105_HUMAN Isoform Beta of Heat shock protein 105 kDa,2417,3,262.132,157.895,104.434,140.842,33.7135,72.4687,225.111,56.6921,199.627,86.5072
sp|Q9NR28|DBLOH_HUMAN,DIABLO,"DBLOH_HUMAN Diablo homolog, mitochondrial",2418,12,407.313,719.998,511.611,378.263,1276.11,1629.78,656.479,736.046,965.193,693.922
